fap_subtype,rank,gene,score,logfoldchange,pvals_adj
inflammatory FAP,31,RPS2,43.55027,,0.0
inflammatory FAP,32,ENO1,43.378433,,0.0
inflammatory FAP,33,TPI1,43.367435,,0.0
inflammatory FAP,34,EIF3E,43.26115,,0.0
inflammatory FAP,35,EPHX1,42.91317,,0.0
inflammatory FAP,36,GSTP1,42.71084,,0.0
inflammatory FAP,37,DSTN,42.702183,,0.0
inflammatory FAP,38,RPS3,42.3136,,0.0
inflammatory FAP,39,PFN1,42.15714,,0.0
inflammatory FAP,40,PSMA7,42.082737,,0.0
inflammatory FAP,41,SOD1,42.021366,,0.0
inflammatory FAP,42,RPS21,41.7165,,0.0
inflammatory FAP,43,PLA2G2A,41.555702,,0.0
inflammatory FAP,44,TMA7,41.402416,,0.0
inflammatory FAP,45,NOVA1,41.266003,,0.0
inflammatory FAP,46,RPL26,41.22942,,0.0
inflammatory FAP,47,RPL41,41.153652,,0.0
inflammatory FAP,48,RPL3,40.99432,,0.0
inflammatory FAP,49,HNRNPA0,40.815968,,0.0
inflammatory FAP,50,YBX1,40.76761,,0.0
inflammatory FAP,51,HLA-E,40.75129,,0.0
inflammatory FAP,52,CFL1,40.68779,,0.0
inflammatory FAP,53,ZFAS1,40.476307,,0.0
inflammatory FAP,54,NNMT,40.443104,,0.0
inflammatory FAP,55,IFITM1,40.151344,,0.0
inflammatory FAP,56,NDUFB1,40.002247,,0.0
inflammatory FAP,57,SUMO2,39.99445,,0.0
inflammatory FAP,58,LAPTM4A,39.96437,,0.0
inflammatory FAP,59,GAPDH,39.757446,,0.0
inflammatory FAP,60,RPS7,39.648754,,0.0
inflammatory FAP,61,COX6B1,39.352573,,0.0
inflammatory FAP,62,RPL14,39.32126,,0.0
inflammatory FAP,63,RPL36AL,39.01997,,0.0
inflammatory FAP,64,TRMT112,38.857975,,0.0
inflammatory FAP,65,ATP6V0E1,38.66467,,0.0
inflammatory FAP,66,EDF1,38.553394,,0.0
inflammatory FAP,67,SNX3,38.548973,,0.0
inflammatory FAP,68,EIF3K,38.49319,,0.0
inflammatory FAP,69,APOD,38.365433,,0.0
inflammatory FAP,70,PSMB1,38.32674,,0.0
inflammatory FAP,71,HSPB1,38.308147,,0.0
inflammatory FAP,72,CCNI,38.24408,,0.0
inflammatory FAP,73,SKP1,38.230057,,0.0
inflammatory FAP,74,SOD3,38.11141,,0.0
inflammatory FAP,75,CNBP,38.053482,,0.0
inflammatory FAP,76,RPL6,38.0094,,0.0
inflammatory FAP,77,COMMD6,37.84211,,0.0
inflammatory FAP,78,RPS4Y1,37.47555,,7.548387676396399e-306
inflammatory FAP,79,CD99,37.45257,,1.7671732601272338e-305
inflammatory FAP,80,TIMP1,37.404503,,1.058176559842574e-304
inflammatory FAP,81,FBLN5,37.334476,,1.4362813048906775e-303
inflammatory FAP,82,CD59,37.075493,,2.1894732028245936e-299
inflammatory FAP,83,DUSP1,36.98132,,7.1017486200079876e-298
inflammatory FAP,84,SDCBP,36.671417,,6.41257629577805e-293
inflammatory FAP,85,COX5B,36.29351,,6.232971848057517e-287
inflammatory FAP,86,UBXN1,36.239384,,4.400210539605136e-286
inflammatory FAP,87,EEF1B2,36.169792,,5.422948238037467e-285
inflammatory FAP,88,HLA-C,36.154922,,9.1973552610284e-285
inflammatory FAP,89,PRDX1,36.078453,,1.4447890200398924e-283
inflammatory FAP,90,COX6A1,35.993675,,3.043688323610205e-282
inflammatory FAP,91,OST4,35.950623,,1.4202665116633948e-281
inflammatory FAP,92,SNHG8,35.948193,,1.5353072406896818e-281
inflammatory FAP,93,CALM2,35.936584,,2.309248430717898e-281
inflammatory FAP,94,AKR1C1,35.78133,,6.013380533917295e-279
inflammatory FAP,95,EID1,35.473843,,3.439970834531466e-274
inflammatory FAP,96,RABAC1,35.171787,,1.4790241783808952e-269
inflammatory FAP,97,PSMB3,34.983994,,1.0696667972363051e-266
inflammatory FAP,98,COX4I1,34.934258,,6.0411848916934996e-266
inflammatory FAP,99,SEC62,34.54572,,4.367976912647059e-260
inflammatory FAP,100,MYL12B,34.388645,,9.766150028229476e-258
