regulator,target,mean_predicted_delta_log_expression,mean_predicted_baseline_log_expression,n_da_fap_cells,effect_type
YAP1,MT-CYB,0.00011254066596691289,4.034005523220408,3511,grn_regression_prediction
YAP1,MT-ND1,0.00030230046040967737,3.7595417072399866,3511,grn_regression_prediction
YAP1,MT-ND3,-0.0015690362260551674,3.8442123457713024,3511,grn_regression_prediction
YAP1,MT-ND4,0.0006168403827159008,4.0733362118219585,3511,grn_regression_prediction
YAP1,MT2A,0.00685387345570828,3.093370063521595,3511,grn_regression_prediction
YAP1,MXRA5,-0.005857906814687343,0.32517631897068133,3511,grn_regression_prediction
YAP1,NAMPT,-0.003494307852553529,1.100372040688185,3511,grn_regression_prediction
YAP1,NEAT1,3.367815422092181e-05,3.4969030886892885,3511,grn_regression_prediction
YAP1,OGN,-0.03205956856166207,1.1812035041619755,3511,grn_regression_prediction
YAP1,PLAU,-0.0008246549256348425,0.8995059350935289,3511,grn_regression_prediction
YAP1,PLAUR,0.0003593250745372569,0.6361275833421668,3511,grn_regression_prediction
YAP1,POSTN,-0.001985858445025811,0.07725119068763647,3511,grn_regression_prediction
YAP1,PPARG,-0.0010033698293778722,0.07946789932159865,3511,grn_regression_prediction
YAP1,PRSS23,-0.0025409616423834294,0.5507501152317121,3511,grn_regression_prediction
YAP1,RGCC,0.0006549797400208867,0.48280380665096895,3511,grn_regression_prediction
YAP1,RPL13,0.0014244009613682577,3.898562718306503,3511,grn_regression_prediction
YAP1,RPL21,0.003820741467255707,3.6437456056589372,3511,grn_regression_prediction
YAP1,RPL41,0.0031451428251850467,3.7727694358486814,3511,grn_regression_prediction
YAP1,RUNX1,-0.004476162925345785,0.40095792944847075,3511,grn_regression_prediction
YAP1,RUNX2,-0.00048100199425742395,0.07547310391439782,3511,grn_regression_prediction
YAP1,S100A10,0.0009104872644228254,3.2864546744817242,3511,grn_regression_prediction
YAP1,S100A4,0.0009491677972581111,3.4343516825191482,3511,grn_regression_prediction
YAP1,SFRP2,-0.014454305542981044,1.0391034652934348,3511,grn_regression_prediction
YAP1,SFRP4,0.0038900685162273595,1.3553016326118774,3511,grn_regression_prediction
YAP1,SMAD3,-0.015016197131762818,0.5723380460604535,3511,grn_regression_prediction
YAP1,SOCS3,0.0005117575938547882,1.7478125631729386,3511,grn_regression_prediction
YAP1,SPARC,-0.004996459946970917,2.0506053392896093,3511,grn_regression_prediction
YAP1,SPP1,0.00012556946113869485,0.004237123452887762,3511,grn_regression_prediction
YAP1,STAT3,-0.010559471014052125,1.2415762700082627,3511,grn_regression_prediction
YAP1,TEAD1,-0.034611831854878754,0.4130270127948132,3511,grn_regression_prediction
YAP1,THBS2,-0.014888650649406018,0.633925367723459,3511,grn_regression_prediction
YAP1,THY1,-0.001847612246710859,0.5512183416768301,3511,grn_regression_prediction
YAP1,TIMP1,-0.0007234301716521096,2.6767164784340234,3511,grn_regression_prediction
YAP1,TMSB10,0.002733528565532345,3.4531681847617604,3511,grn_regression_prediction
YAP1,TMSB4X,0.002723973916152724,3.8536348371499285,3511,grn_regression_prediction
YAP1,TNC,-0.0015261830726494123,0.18763057285969734,3511,grn_regression_prediction
YAP1,TNFAIP6,0.002762233782896162,1.0689765964360216,3511,grn_regression_prediction
YAP1,TNFRSF12A,0.0017799067682838792,0.40292673550747116,3511,grn_regression_prediction
YAP1,TNXB,-0.004083389706782444,2.2828972803583683,3511,grn_regression_prediction
YAP1,TPM2,-0.00808406387528021,0.5161693238132451,3511,grn_regression_prediction
YAP1,VCAM1,-0.01974873402587694,0.22171610932544358,3511,grn_regression_prediction
YAP1,WWTR1,-0.03661285390953819,0.528580161618155,3511,grn_regression_prediction
YAP1,YAP1,-0.4130779504776001,0.4130779504776001,3511,direct_knockdown
YAP1,ZFP36,-0.0027353561051133317,2.453864426708845,3511,grn_regression_prediction
WWTR1,ABI3BP,-0.034089396714221246,1.3270707183259902,3511,grn_regression_prediction
WWTR1,ABL2,-0.0067805696005402046,0.7871895942696501,3511,grn_regression_prediction
WWTR1,ACTA2,-0.005871468689052882,0.3469903672120604,3511,grn_regression_prediction
WWTR1,ADAMTS4,0.003985080073980108,0.38501361144338125,3511,grn_regression_prediction
WWTR1,ASPN,-0.007028896932306598,0.787387464696282,3511,grn_regression_prediction
WWTR1,B2M,0.011359790293539933,3.7486179444151326,3511,grn_regression_prediction
WWTR1,BHLHE40,-0.006949375348126299,0.6803289454569699,3511,grn_regression_prediction
WWTR1,CCDC80,-0.009685582186675961,2.389059139752932,3511,grn_regression_prediction
WWTR1,CCL2,-0.0044984469582485314,1.3309328949259225,3511,grn_regression_prediction
WWTR1,CD36,0.0003027186910222221,0.06417911862972783,3511,grn_regression_prediction
WWTR1,CEBPA,-0.00667966653211257,0.07747167955619647,3511,grn_regression_prediction
WWTR1,CILP,-0.0009406747573472258,1.7232247589825997,3511,grn_regression_prediction
WWTR1,COL14A1,-0.0136768523394083,1.1718055545562678,3511,grn_regression_prediction
WWTR1,COL15A1,-0.006660842209506556,1.2728203241225007,3511,grn_regression_prediction
WWTR1,COL1A1,-0.023411159012822598,2.0308785534719687,3511,grn_regression_prediction
WWTR1,COL1A2,0.0003509017337731811,3.068407324393806,3511,grn_regression_prediction
WWTR1,COL3A1,-0.024430679581667388,2.260080187370382,3511,grn_regression_prediction
WWTR1,COL6A1,-0.001769029652645132,2.7551182837758654,3511,grn_regression_prediction
WWTR1,COL6A2,0.00428561751820737,3.256437370436789,3511,grn_regression_prediction
WWTR1,CRABP2,-0.025933755652117186,0.6013065937299805,3511,grn_regression_prediction
WWTR1,CRIP1,0.002810906555724799,0.8692841204617309,3511,grn_regression_prediction
WWTR1,CST3,0.0019721462976339255,3.817588379187304,3511,grn_regression_prediction
WWTR1,CTHRC1,-0.007820756042525164,0.516304488449469,3511,grn_regression_prediction
WWTR1,CXCL12,-0.013313363804155823,1.8913219138802022,3511,grn_regression_prediction
WWTR1,CXCL14,-0.0067476648877819135,1.7503365456157387,3511,grn_regression_prediction
WWTR1,CXCL2,-0.0021217990570917343,0.7765720689464484,3511,grn_regression_prediction
WWTR1,DCN,0.01477878916977146,4.657571546917606,3511,grn_regression_prediction
WWTR1,DPT,-0.0031762366830260565,2.4844708697402766,3511,grn_regression_prediction
WWTR1,EIF1,0.002696359788068652,3.5538847893947216,3511,grn_regression_prediction
WWTR1,ELN,-0.018686295327963266,0.9280504829175651,3511,grn_regression_prediction
WWTR1,EMP1,-0.0399699730837884,1.9416528421102945,3511,grn_regression_prediction
WWTR1,FABP4,-0.0006314624864409446,0.08300126204396718,3511,grn_regression_prediction
WWTR1,FN1,-0.00310228302591053,2.1419637139707555,3511,grn_regression_prediction
WWTR1,FOS,-0.0021610308568821026,2.595506288706375,3511,grn_regression_prediction
WWTR1,FOSB,-0.001923913403685316,1.3722394392527941,3511,grn_regression_prediction
WWTR1,FOXO1,-0.0213878445367188,0.6682540583499361,3511,grn_regression_prediction
WWTR1,FOXO3,-0.020428787011006946,1.2735886280940487,3511,grn_regression_prediction
WWTR1,GADD45B,-0.005194655963550728,2.2277772305289854,3511,grn_regression_prediction
WWTR1,GEM,-0.009136826405388782,0.5990427576831885,3511,grn_regression_prediction
WWTR1,GPRC5A,-0.010736577067098439,0.6280824544511414,3511,grn_regression_prediction
WWTR1,GSN,0.016618817612620882,4.2920376800146265,3511,grn_regression_prediction
WWTR1,HAS1,0.00203300280276412,0.5306449130860875,3511,grn_regression_prediction
WWTR1,HIF1A,-0.015768732521694397,0.4212594283691042,3511,grn_regression_prediction
WWTR1,HSPG2,-0.012266231183556936,1.6767568740071912,3511,grn_regression_prediction
WWTR1,ICAM1,5.7857270934002737e-05,0.49651674085613756,3511,grn_regression_prediction
WWTR1,IER3,-0.00783972390321306,1.0909652062174227,3511,grn_regression_prediction
WWTR1,IGF2,0.001624801917283817,0.5517302824940203,3511,grn_regression_prediction
WWTR1,IL6,0.007567643832528038,0.5333962678225675,3511,grn_regression_prediction
WWTR1,IRF1,0.0005997562442560407,1.1391736619219361,3511,grn_regression_prediction
WWTR1,JUN,0.0012468517804634339,2.6550537494949693,3511,grn_regression_prediction
WWTR1,JUNB,-0.0012743411640553882,2.6427700439216255,3511,grn_regression_prediction
WWTR1,JUND,-0.017969340659641012,1.9798615336094656,3511,grn_regression_prediction
WWTR1,KDM6B,-0.007801046717845684,0.5774021016331217,3511,grn_regression_prediction
WWTR1,KLF4,-0.00010351557067895768,1.3980649142249422,3511,grn_regression_prediction
WWTR1,KLF5,-0.01851789684155895,0.1522004537194626,3511,grn_regression_prediction
WWTR1,LGALS1,0.003142382792223136,3.3088697758237844,3511,grn_regression_prediction
WWTR1,LMNA,-0.003866604991514077,2.266725422058164,3511,grn_regression_prediction
WWTR1,LOX,-0.014477475908404175,0.4615704056274941,3511,grn_regression_prediction
WWTR1,LPL,-0.003963465451912162,0.0591481386567459,3511,grn_regression_prediction
WWTR1,LUM,-0.0008869667061987481,2.730449775055442,3511,grn_regression_prediction
WWTR1,MGP,-0.0014153161582028356,3.737511773450317,3511,grn_regression_prediction
WWTR1,MMP14,-0.003899111963746316,0.8739159726548201,3511,grn_regression_prediction
WWTR1,MMP2,-0.002596496178370767,2.447638707492677,3511,grn_regression_prediction
WWTR1,MT-ATP6,0.005056103533606661,4.0235800904845,3511,grn_regression_prediction
WWTR1,MT-CO1,0.007717501129331915,3.9568799511524415,3511,grn_regression_prediction
WWTR1,MT-CO2,0.007075369213041674,3.98329321165335,3511,grn_regression_prediction
WWTR1,MT-CYB,0.009652555043987245,4.034005523220408,3511,grn_regression_prediction
WWTR1,MT-ND1,0.008891948451282673,3.7595417072399866,3511,grn_regression_prediction
WWTR1,MT-ND3,0.0029384616751520843,3.8442123457713024,3511,grn_regression_prediction
WWTR1,MT-ND4,0.008066891308710978,4.0733362118219585,3511,grn_regression_prediction
WWTR1,MT2A,-0.002656390328268982,3.0933700635215944,3511,grn_regression_prediction
WWTR1,MXRA5,-0.036167151789194184,0.32517631897068133,3511,grn_regression_prediction
WWTR1,NAMPT,-0.008326202443519249,1.100372040688185,3511,grn_regression_prediction
WWTR1,NEAT1,0.007411672587467569,3.496903088689288,3511,grn_regression_prediction
WWTR1,OGN,-0.06065286201130412,1.1812035041619755,3511,grn_regression_prediction
WWTR1,PLAU,-0.01128212187454969,0.8995059350935289,3511,grn_regression_prediction
WWTR1,PLAUR,-0.009100216959927071,0.6361275833421668,3511,grn_regression_prediction
WWTR1,POSTN,-0.0010399997451507484,0.07725119068763647,3511,grn_regression_prediction
WWTR1,PPARG,-0.004792704269301788,0.07946789932159865,3511,grn_regression_prediction
WWTR1,PRSS23,-0.006235241438857727,0.5507501152317121,3511,grn_regression_prediction
WWTR1,RGCC,0.0017266916844816851,0.48280380665096895,3511,grn_regression_prediction
WWTR1,RPL13,-0.002993147272396435,3.898562718306503,3511,grn_regression_prediction
WWTR1,RPL21,-0.0007157957049428225,3.6437456056589372,3511,grn_regression_prediction
WWTR1,RPL41,-0.0022452358855267907,3.772769435848681,3511,grn_regression_prediction
WWTR1,RUNX1,-0.04435455073541355,0.4009579294484707,3511,grn_regression_prediction
WWTR1,RUNX2,-0.007020511925599432,0.07547310391439782,3511,grn_regression_prediction
WWTR1,S100A10,0.0067307905331980295,3.2864546744817242,3511,grn_regression_prediction
WWTR1,S100A4,0.010833363812729157,3.4343516825191482,3511,grn_regression_prediction
WWTR1,SFRP2,-0.014034287487692053,1.0391034652934348,3511,grn_regression_prediction
WWTR1,SFRP4,-0.002947095319396235,1.3553016326118772,3511,grn_regression_prediction
WWTR1,SMAD3,-0.0178467683819066,0.5723380460604535,3511,grn_regression_prediction
WWTR1,SOCS3,-0.0019548642102146315,1.7478125631729386,3511,grn_regression_prediction
WWTR1,SPARC,-0.019690867370571026,2.0506053392896093,3511,grn_regression_prediction
WWTR1,SPP1,-8.518488982207012e-05,0.004237123452887762,3511,grn_regression_prediction
WWTR1,STAT3,-0.030445595556820148,1.2415762700082627,3511,grn_regression_prediction
WWTR1,TEAD1,-0.02591778452720948,0.41302701279481324,3511,grn_regression_prediction
WWTR1,THBS2,-0.010319966653155392,0.633925367723459,3511,grn_regression_prediction
WWTR1,THY1,-0.009569863370313179,0.5512183416768301,3511,grn_regression_prediction
WWTR1,TIMP1,-0.007816775036930353,2.6767164784340234,3511,grn_regression_prediction
WWTR1,TMSB10,0.0006990337243582032,3.4531681847617604,3511,grn_regression_prediction
WWTR1,TMSB4X,0.003685758872847675,3.8536348371499285,3511,grn_regression_prediction
WWTR1,TNC,-0.011090575525712807,0.18763057285969734,3511,grn_regression_prediction
WWTR1,TNFAIP6,0.0023838391794227063,1.0689765964360216,3511,grn_regression_prediction
WWTR1,TNFRSF12A,-0.009544829265290475,0.4029267355074711,3511,grn_regression_prediction
WWTR1,TNXB,0.017321143919166632,2.2828972803583683,3511,grn_regression_prediction
WWTR1,TPM2,-0.024975462157433372,0.5161693238132451,3511,grn_regression_prediction
WWTR1,VCAM1,-0.029105142073782127,0.22171610932544358,3511,grn_regression_prediction
WWTR1,WWTR1,-0.5953980088233948,0.5953980088233948,3511,direct_knockdown
WWTR1,YAP1,-0.040937780118929075,0.3773965759282832,3511,grn_regression_prediction
WWTR1,ZFP36,-0.0013238836999235912,2.453864426708845,3511,grn_regression_prediction
