sender,receiver,ligand,receptor,pathway,ligand_mean_log_expr,receptor_mean_log_expr,interaction_score
macrophage_monocyte,DA-FAP,IL6,IL6R,IL6,0.3758630160242215,0.8317403462815625,0.31262043510241844
adipocyte,unassigned,TNF,TNFRSF1A,TNF,0.1614008757144908,1.9333877306720861,0.3120504728261268
satellite_cell,inflammatory FAP,PDGFB,PDGFRB,PDGF,0.12019068950771747,2.5891315593267925,0.3111895073416789
t_cell,homeostatic FAP,PDGFA,PDGFRA,PDGF,0.055103555814550814,5.641947012737733,0.3108913421191319
unassigned,adipogenic FAP,FN1,ITGA5,ECM_integrin,0.1305735344425986,2.380264850699271,0.31079959446528804
endothelial,macrophage_monocyte,TNF,TNFRSF1A,TNF,0.11880594974112618,2.609839413632586,0.31006445020844325
b_cell,unassigned,IL6,IL6ST,IL6,0.8641135982365176,0.3578708651745554,0.3092410810100007
inflammatory FAP,smooth_muscle_pericyte,JAG1,NOTCH1,NOTCH,0.7302812365196376,0.4233719222603423,0.30918057089597867
adipocyte,myonuclei_muscle_fiber,TGFB1,TGFBR2,TGFB,0.6346072104030224,0.48672930596096875,0.30888192707728956
schwann_cell,schwann_cell,TNF,TNFRSF1A,TNF,0.22263628997061602,1.3850017017767406,0.3083516404865631
smooth_muscle_pericyte,b_cell,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.7456882248829969,0.3083275830495446
satellite_cell,myonuclei_muscle_fiber,IL6,IL6R,IL6,0.3163287741599974,0.9732220802046789,0.30785814761658875
endothelial,schwann_cell,PDGFB,PDGFRB,PDGF,1.1883417471033395,0.258392576201786,0.3070586854421632
b_cell,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.07200611936523879,4.249269562692163,0.3059734113462879
schwann_cell,t_cell,CCL2,CCR2,CCL,0.9960133841222846,0.30653437922087573,0.3053123443976081
myonuclei_muscle_fiber,DA-FAP,PDGFB,PDGFRB,PDGF,0.11128408945066876,2.7422841587699134,0.30517259562370297
t_cell,ECM-remodeling FAP,PDGFB,PDGFRB,PDGF,0.08350427351246759,3.6235286932111044,0.30258013107817433
homeostatic FAP,homeostatic FAP,CXCL12,CXCR4,CXCL12,5.067519483467946,0.05935646971589989,0.30079006675519776
endothelial,DA-FAP,TNF,TNFRSF1A,TNF,0.11880594974112618,2.522350703182164,0.29967027087175446
adipogenic FAP,myonuclei_muscle_fiber,TGFB1,TGFBR2,TGFB,0.6146881844143516,0.48672930596096875,0.2991867533824053
inflammatory FAP,unassigned,IL6,IL6ST,IL6,0.835768433075461,0.3578708651745554,0.29909717223029775
schwann_cell,homeostatic FAP,PDGFB,PDGFRB,PDGF,0.09539084527738038,3.126010886503331,0.29819282080984594
adipocyte,endothelial,PDGFB,PDGFRB,PDGF,0.9269350270514369,0.3202374231395514,0.29683928448074254
smooth_muscle_pericyte,t_cell,COL1A1,ITGA1,ECM_integrin,1.8258434336364373,0.16117686830010314,0.29428372663982816
smooth_muscle_pericyte,myonuclei_muscle_fiber,PDGFA,PDGFRA,PDGF,0.8682712693446457,0.33798758415781355,0.29346490871943504
adipocyte,satellite_cell,COL1A1,ITGA1,ECM_integrin,0.6058540047639327,0.48204560144123576,0.29204925811201127
adipogenic FAP,adipogenic FAP,IL6,IL6R,IL6,0.27420289202210624,1.0645857642360976,0.29191249535910213
schwann_cell,adipocyte,JAG1,NOTCH1,NOTCH,0.3661447942916008,0.7962493321094488,0.29154254791003864
endothelial,endothelial,TGFB1,TGFBR1,TGFB,0.9017331634870771,0.32246654108137585,0.29077877420804454
macrophage_monocyte,adipogenic FAP,PDGFA,PDGFRA,PDGF,0.06514546869188097,4.462824316639407,0.2907327817969975
inflammatory FAP,unassigned,JAG1,NOTCH1,NOTCH,0.7302812365196376,0.397996860625663,0.29064963950864303
b_cell,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.07200611936523879,4.02084828846314,0.28952568180859295
adipocyte,unassigned,TGFB1,TGFBR2,TGFB,0.6346072104030224,0.45544096789429533,0.28902612213865125
myonuclei_muscle_fiber,inflammatory FAP,PDGFB,PDGFRB,PDGF,0.11128408945066876,2.5891315593267925,0.28812914804767226
b_cell,myonuclei_muscle_fiber,TNF,TNFRSF1A,TNF,0.5657466031107439,0.5082156347380845,0.28752126900084185
satellite_cell,adipogenic FAP,PDGFB,PDGFRB,PDGF,0.12019068950771747,2.3860566423544025,0.2867817930490449
DA-FAP,ECM-remodeling FAP,CXCL12,CXCR4,CXCL12,4.561811492620522,0.06247529718922101,0.285000528722671
adipogenic FAP,t_cell,IL6,IL6ST,IL6,0.27420289202210624,1.037456807318021,0.2844736569146224
myonuclei_muscle_fiber,endothelial,CXCL12,CXCR4,CXCL12,1.1398234272417804,0.2488465338662752,0.28364110908869555
homeostatic FAP,unassigned,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.8360977593507618,0.28361658307425613
smooth_muscle_pericyte,adipogenic FAP,TNF,TNFRSF1A,TNF,0.09676041317906764,2.9271042802307075,0.28322781957334064
macrophage_monocyte,b_cell,IL6,IL6ST,IL6,0.3758630160242215,0.7521923520603448,0.28272128607575425
t_cell,b_cell,CXCL12,CXCR4,CXCL12,0.04137666252763046,6.832470813084927,0.28270483906289995
homeostatic FAP,b_cell,TGFB1,TGFBR2,TGFB,0.33921461922644935,0.832618945062632,0.28243651841014866
macrophage_monocyte,adipocyte,FN1,ITGA5,ECM_integrin,0.4486320087929504,0.629206017470737,0.282281959562509
adipocyte,endothelial,TNF,TNFRSF1A,TNF,0.1614008757144908,1.7456052715481678,0.2817422194797058
t_cell,t_cell,CXCL12,CXCR4,CXCL12,0.04137666252763046,6.796764908230814,0.2812274478875076
b_cell,adipogenic FAP,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.522645376743493,0.2801484413876958
adipogenic FAP,unassigned,TGFB1,TGFBR2,TGFB,0.6146881844143516,0.45544096789429533,0.2799541816628594
adipogenic FAP,inflammatory FAP,CXCL12,CXCR4,CXCL12,3.8582370371223336,0.07234803511119856,0.27913586862905326
homeostatic FAP,DA-FAP,IL6,IL6R,IL6,0.3345602152095283,0.8317403462815625,0.2782672292504071
schwann_cell,DA-FAP,IL6,IL6ST,IL6,0.07951801331927251,3.4882311781724638,0.27737721328661963
adipogenic FAP,ECM-remodeling FAP,IL6,IL6R,IL6,0.27420289202210624,1.0115513940007823,0.27737031766400755
myonuclei_muscle_fiber,schwann_cell,FN1,ITGA5,ECM_integrin,0.8348231573330259,0.33218559188741703,0.2773162246399935
macrophage_monocyte,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.06514546869188097,4.249269562692163,0.27682065725972504
DA-FAP,satellite_cell,PDGFA,PDGFRA,PDGF,0.386583885416965,0.7112091804838089,0.27494200833564636
schwann_cell,smooth_muscle_pericyte,PDGFA,PDGFRA,PDGF,0.5598983109884971,0.4910047815420876,0.2749127478726908
inflammatory FAP,adipogenic FAP,PDGFA,PDGFRA,PDGF,0.06146935868023552,4.462824316639407,0.2743269486463847
b_cell,endothelial,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.425693832684405,0.2741429243294821
smooth_muscle_pericyte,macrophage_monocyte,COL1A1,ITGA1,ECM_integrin,1.8258434336364373,0.14999251157086438,0.2738628423463001
b_cell,DA-FAP,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.420436156664212,0.2738172455243402
t_cell,macrophage_monocyte,FN1,ITGB1,ECM_integrin,0.089786800072965,3.049127603306565,0.2737714105150455
b_cell,satellite_cell,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.393024497833089,0.27211927169316624
b_cell,t_cell,IL6,IL6R,IL6,0.8641135982365176,0.314692399686627,0.2719299818308956
adipocyte,myonuclei_muscle_fiber,FN1,ITGA5,ECM_integrin,1.46549935968949,0.18526119388187495,0.2715001610091982
adipocyte,DA-FAP,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.08277043775050516,0.2709728362014796
DA-FAP,homeostatic FAP,CXCL12,CXCR4,CXCL12,4.561811492620522,0.05935646971589989,0.27077302571137407
endothelial,satellite_cell,COL1A1,ITGA1,ECM_integrin,0.5593944596856071,0.48204560144123576,0.26965363876204357
smooth_muscle_pericyte,schwann_cell,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.6518580516666832,0.2695306307046883
smooth_muscle_pericyte,satellite_cell,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.6517209903725698,0.26947395852436756
endothelial,adipocyte,TGFB1,TGFBR1,TGFB,0.9017331634870771,0.2987653398930812,0.2694066150820799
b_cell,schwann_cell,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.344399478342586,0.26910726825536424
macrophage_monocyte,smooth_muscle_pericyte,CXCL12,CXCR4,CXCL12,0.6767710308881131,0.39692406930879404,0.2686267115704174
inflammatory FAP,t_cell,JAG1,NOTCH1,NOTCH,0.7302812365196376,0.36748406365985364,0.26836671641077914
adipogenic FAP,myonuclei_muscle_fiber,IL6,IL6R,IL6,0.27420289202210624,0.9732220802046789,0.26686030897189317
myonuclei_muscle_fiber,adipogenic FAP,PDGFB,PDGFRB,PDGF,0.11128408945066876,2.3860566423544025,0.26553014082212967
smooth_muscle_pericyte,myonuclei_muscle_fiber,JAG1,NOTCH1,NOTCH,2.081053377974546,0.127434295982386,0.26519757212395256
macrophage_monocyte,adipocyte,JAG1,NOTCH1,NOTCH,0.33224684850803393,0.7962493321094488,0.26455133121999125
smooth_muscle_pericyte,t_cell,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.6397271780683619,0.26451475032460475
satellite_cell,endothelial,CXCL12,CXCR4,CXCL12,1.062568632920575,0.2488465338662752,0.26441652129731164
satellite_cell,DA-FAP,IL6,IL6R,IL6,0.3163287741599974,0.8317403462815625,0.2631034041586584
inflammatory FAP,t_cell,IL6,IL6R,IL6,0.835768433075461,0.314692399686627,0.2630099737868489
b_cell,DA-FAP,PDGFA,PDGFRA,PDGF,0.07200611936523879,3.6486532997414245,0.2627253650235534
b_cell,b_cell,CXCL12,CXCR4,CXCL12,0.03839879988282142,6.832470813084927,0.26235867945686625
schwann_cell,endothelial,IL6,IL6ST,IL6,0.07951801331927251,3.298850720621392,0.26231805554066356
ECM-remodeling FAP,myonuclei_muscle_fiber,IL6,IL6ST,IL6,0.15284447196545328,1.7159025138850577,0.26226621367895553
macrophage_monocyte,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.06514546869188097,4.02084828846314,0.26194004629087864
schwann_cell,DA-FAP,PDGFB,PDGFRB,PDGF,0.09539084527738038,2.7422841587699134,0.26158880389583206
schwann_cell,satellite_cell,IL6,IL6ST,IL6,0.07951801331927251,3.285703968686027,0.2612726519451621
adipocyte,DA-FAP,COL1A1,ITGA1,ECM_integrin,0.6058540047639327,0.4312271655258082,0.2612607051968102
inflammatory FAP,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.06146935868023552,4.249269562692163,0.2611998748781321
t_cell,homeostatic FAP,PDGFB,PDGFRB,PDGF,0.08350427351246759,3.126010886503331,0.26103526806952543
b_cell,t_cell,CXCL12,CXCR4,CXCL12,0.03839879988282142,6.796764908230814,0.2609876155617381
schwann_cell,inflammatory FAP,IL6,IL6ST,IL6,0.07951801331927251,3.2739799276040427,0.26034037949024913
smooth_muscle_pericyte,adipocyte,IL6,IL6R,IL6,1.003667665427036,0.25894850960117244,0.2598982460972192
ECM-remodeling FAP,satellite_cell,PDGFA,PDGFRA,PDGF,0.3646809216853234,0.7112091804838089,0.25936441944989896
satellite_cell,ECM-remodeling FAP,COL1A1,ITGA1,ECM_integrin,1.2200959524676651,0.2122363000576248,0.2589486506670209
inflammatory FAP,b_cell,JAG1,NOTCH1,NOTCH,0.7302812365196376,0.3512957475548897,0.2565446929084753
satellite_cell,adipogenic FAP,TGFB1,TGFBR1,TGFB,0.24973409790303736,1.0267164545353906,0.2564061075756006
t_cell,ECM-remodeling FAP,FN1,ITGA5,ECM_integrin,0.089786800072965,2.8513649692564207,0.2560149364296822
b_cell,adipocyte,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.1261296884635525,0.25558687557742665
satellite_cell,DA-FAP,TGFB1,TGFBR1,TGFB,0.24973409790303736,1.0170521028081556,0.25399258941518194
adipocyte,b_cell,FN1,ITGA5,ECM_integrin,1.46549935968949,0.1729038548259379,0.25339048853525653
schwann_cell,schwann_cell,FN1,ITGA5,ECM_integrin,0.7622824903796157,0.33218559188741703,0.2532192602521669
macrophage_monocyte,unassigned,FN1,ITGA5,ECM_integrin,0.4486320087929504,0.5643712961462256,0.2531950282951623
homeostatic FAP,b_cell,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.7456882248829969,0.2529483472653327
smooth_muscle_pericyte,macrophage_monocyte,TNF,TNFRSF1A,TNF,0.09676041317906764,2.609839413632586,0.25252913999410465
macrophage_monocyte,inflammatory FAP,IL6,IL6R,IL6,0.3758630160242215,0.6704619881926974,0.25200186501170324
homeostatic FAP,b_cell,IL6,IL6ST,IL6,0.3345602152095283,0.7521923520603448,0.25165363518427025
schwann_cell,unassigned,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,0.857836844767653,0.25162373610995786
adipocyte,smooth_muscle_pericyte,TNF,TNFRSF1A,TNF,0.1614008757144908,1.5567120360784859,0.2512546858583556
myonuclei_muscle_fiber,DA-FAP,TGFB1,TGFBR2,TGFB,0.07629339915116821,3.282614513541934,0.2504418193410726
b_cell,inflammatory FAP,FN1,ITGB1,ECM_integrin,0.06194349060138232,4.035099887545048,0.24994817195978555
endothelial,DA-FAP,CXCL12,CXCR4,CXCL12,3.0110058996400517,0.08277043775050516,0.2492222763825607
smooth_muscle_pericyte,b_cell,IL6,IL6R,IL6,1.003667665427036,0.24759931701419544,0.24850742846896612
endothelial,homeostatic FAP,TNF,TNFRSF1A,TNF,0.11880594974112618,2.0915663183626334,0.24849052289962334
macrophage_monocyte,adipocyte,CXCL12,CXCR4,CXCL12,0.6767710308881131,0.36674943996290255,0.2482053965613317
inflammatory FAP,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.06146935868023552,4.02084828846314,0.24715896564235182
ECM-remodeling FAP,myonuclei_muscle_fiber,JAG1,NOTCH1,NOTCH,1.9390346812954538,0.127434295982386,0.24709951949631637
schwann_cell,inflammatory FAP,PDGFB,PDGFRB,PDGF,0.09539084527738038,2.5891315593267925,0.24697944797852467
t_cell,adipogenic FAP,PDGFA,PDGFRA,PDGF,0.055103555814550814,4.462824316639407,0.24591748882247413
myonuclei_muscle_fiber,unassigned,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,0.857836844767653,0.2455018783320715
myonuclei_muscle_fiber,adipogenic FAP,CXCL12,CXCR4,CXCL12,1.1398234272417804,0.2150682846930639,0.24513986934985904
smooth_muscle_pericyte,DA-FAP,TNF,TNFRSF1A,TNF,0.09676041317906764,2.522350703182164,0.24406369622241797
smooth_muscle_pericyte,endothelial,IL6,IL6R,IL6,1.003667665427036,0.24184808126642582,0.24273509911268168
adipocyte,satellite_cell,TNF,TNFRSF1A,TNF,0.1614008757144908,1.5008126089791556,0.24223246937258536
endothelial,DA-FAP,COL1A1,ITGA1,ECM_integrin,0.5593944596856071,0.4312271655258082,0.24122608726106531
adipogenic FAP,ECM-remodeling FAP,CXCL12,CXCR4,CXCL12,3.8582370371223336,0.06247529718922101,0.24104450552067733
adipocyte,schwann_cell,PDGFB,PDGFRB,PDGF,0.9269350270514369,0.258392576201786,0.23951312961149301
smooth_muscle_pericyte,inflammatory FAP,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.5785103027300682,0.2392027625728028
ECM-remodeling FAP,macrophage_monocyte,IL6,IL6R,IL6,0.15284447196545328,1.564121644357306,0.23906734682152894
smooth_muscle_pericyte,adipogenic FAP,WNT5A,FZD4,WNT,0.14397923188975187,1.6561963175184302,0.23845787365493917
satellite_cell,schwann_cell,TGFB1,TGFBR2,TGFB,0.24973409790303736,0.9543259710483836,0.23832773548520822
satellite_cell,b_cell,IL6,IL6ST,IL6,0.3163287741599974,0.7521923520603448,0.23794008465977406
macrophage_monocyte,DA-FAP,PDGFA,PDGFRA,PDGF,0.06514546869188097,3.6486532997414245,0.23769322930583314
ECM-remodeling FAP,macrophage_monocyte,IL6,IL6ST,IL6,0.15284447196545328,1.5515375768589044,0.23714394166955813
adipocyte,inflammatory FAP,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.07234803511119856,0.23685210324462797
endothelial,myonuclei_muscle_fiber,TGFB1,TGFBR1,TGFB,0.9017331634870771,0.26163699326434947,0.23592675362150894
unassigned,b_cell,FN1,ITGB1,ECM_integrin,0.1305735344425986,1.802859462964509,0.2354057321825611
smooth_muscle_pericyte,smooth_muscle_pericyte,TGFB1,TGFBR1,TGFB,0.4134805576391167,0.5692835608480654,0.2353876841942401
smooth_muscle_pericyte,DA-FAP,JAG1,NOTCH1,NOTCH,2.081053377974546,0.11265708957384714,0.2344454168104356
satellite_cell,macrophage_monocyte,TGFB1,TGFBR1,TGFB,0.24973409790303736,0.9385889775240909,0.23439767160371303
t_cell,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.055103555814550814,4.249269562692163,0.23414986251887954
schwann_cell,myonuclei_muscle_fiber,SPP1,CD44,SPP1,1.0647965528538763,0.2192239257680664,0.2334288804609312
unassigned,adipocyte,TNF,TNFRSF1A,TNF,0.22639419998970053,1.0304555448563801,0.23328915870271116
b_cell,t_cell,FN1,ITGB1,ECM_integrin,0.06194349060138232,3.7090990054515887,0.229754539383787
endothelial,unassigned,TNF,TNFRSF1A,TNF,0.11880594974112618,1.9333877306720861,0.22969796556033786
schwann_cell,adipocyte,TNF,TNFRSF1A,TNF,0.22263628997061602,1.0304555448563801,0.22941679948647417
adipogenic FAP,homeostatic FAP,CXCL12,CXCR4,CXCL12,3.8582370371223336,0.05935646971589989,0.22901132985071512
t_cell,DA-FAP,PDGFB,PDGFRB,PDGF,0.08350427351246759,2.7422841587699134,0.22899244644282993
satellite_cell,adipogenic FAP,CXCL12,CXCR4,CXCL12,1.062568632920575,0.2150682846930639,0.22852481325088195
myonuclei_muscle_fiber,satellite_cell,FN1,ITGA5,ECM_integrin,0.8348231573330259,0.2736609232921634,0.22845847602143488
adipogenic FAP,DA-FAP,IL6,IL6R,IL6,0.27420289202210624,0.8317403462815625,0.22806560836187253
macrophage_monocyte,smooth_muscle_pericyte,COL1A1,ITGA1,ECM_integrin,0.11972789169691629,1.9022581954484825,0.22775336320422734
schwann_cell,adipogenic FAP,PDGFB,PDGFRB,PDGF,0.09539084527738038,2.3860566423544025,0.22760795999389455
myonuclei_muscle_fiber,endothelial,TGFB1,TGFBR2,TGFB,0.07629339915116821,2.9821270846822783,0.22751661199117468
DA-FAP,endothelial,TGFB1,TGFBR1,TGFB,0.7028314625836879,0.32246654108137585,0.22663963070252627
homeostatic FAP,inflammatory FAP,IL6,IL6R,IL6,0.3345602152095283,0.6704619881926974,0.22430990705955706
inflammatory FAP,DA-FAP,PDGFA,PDGFRA,PDGF,0.06146935868023552,3.6486532997414245,0.2242803783816305
b_cell,adipocyte,IL6,IL6R,IL6,0.8641135982365176,0.25894850960117244,0.22376092838945252
adipocyte,schwann_cell,TNF,TNFRSF1A,TNF,0.1614008757144908,1.3850017017767406,0.22354048753282596
smooth_muscle_pericyte,homeostatic FAP,WNT5A,FZD4,WNT,0.14397923188975187,1.5486852012099066,0.22297850570922817
inflammatory FAP,endothelial,TGFB1,TGFBR1,TGFB,0.6903533478343598,0.32246654108137585,0.22261585620009391
t_cell,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.055103555814550814,4.02084828846314,0.22156303808516972
endothelial,satellite_cell,PDGFA,PDGFRA,PDGF,0.31131382140999975,0.7112091804838089,0.22140924779828874
ECM-remodeling FAP,homeostatic FAP,IL6,IL6R,IL6,0.15284447196545328,1.447118863448856,0.2211841185550873
homeostatic FAP,schwann_cell,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.6518580516666832,0.2211197807858091
homeostatic FAP,satellite_cell,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.6517209903725698,0.22107328759111575
myonuclei_muscle_fiber,smooth_muscle_pericyte,PDGFA,PDGFRA,PDGF,0.4475695461395059,0.4910047815420876,0.2197587872271194
smooth_muscle_pericyte,endothelial,WNT5A,FZD4,WNT,0.14397923188975187,1.5214582465992588,0.21905838969768995
smooth_muscle_pericyte,adipocyte,PDGFA,PDGFRA,PDGF,0.8682712693446457,0.2518612025716909,0.21868384605559102
ECM-remodeling FAP,DA-FAP,JAG1,NOTCH1,NOTCH,1.9390346812954538,0.11265708957384714,0.21844600377749807
endothelial,inflammatory FAP,CXCL12,CXCR4,CXCL12,3.0110058996400517,0.07234803511119856,0.21784036054718445
b_cell,b_cell,TNF,TNFRSF1A,TNF,0.5657466031107439,0.3844701237179918,0.2175126664910213
macrophage_monocyte,schwann_cell,SPP1,CD44,SPP1,0.1802246025694198,1.2064954544612572,0.2174401637820916
homeostatic FAP,t_cell,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.6397271780683619,0.21700481111727032
inflammatory FAP,adipocyte,IL6,IL6R,IL6,0.835768433075461,0.25894850960117244,0.21642099011659785
t_cell,smooth_muscle_pericyte,COL1A1,ITGA1,ECM_integrin,0.11367776805245931,1.9022581954484825,0.2162444659180824
t_cell,inflammatory FAP,PDGFB,PDGFRB,PDGF,0.08350427351246759,2.5891315593267925,0.21620354988978618
macrophage_monocyte,b_cell,COL1A1,ITGB1,ECM_integrin,0.11972789169691629,1.802859462964509,0.2158525625265754
smooth_muscle_pericyte,adipocyte,PDGFB,PDGFRB,PDGF,0.2547225184263724,0.8428111834299699,0.21468298720119322
b_cell,b_cell,IL6,IL6R,IL6,0.8641135982365176,0.24759931701419544,0.21395393674604063
t_cell,adipogenic FAP,FN1,ITGA5,ECM_integrin,0.089786800072965,2.380264850699271,0.21371636427044133
ECM-remodeling FAP,DA-FAP,CXCL12,CXCR4,CXCL12,2.576647371235875,0.08277043775050516,0.21327023084588173
smooth_muscle_pericyte,endothelial,PDGFA,PDGFRA,PDGF,0.8682712693446457,0.24524814268320855,0.21294191615196628
satellite_cell,homeostatic FAP,COL1A1,ITGA1,ECM_integrin,1.2200959524676651,0.17442995850948448,0.21282128636652478
homeostatic FAP,satellite_cell,PDGFA,PDGFRA,PDGF,0.2984734361435038,0.7112091804838089,0.2122770479158078
unassigned,myonuclei_muscle_fiber,FN1,ITGB1,ECM_integrin,0.1305735344425986,1.624832279599497,0.2121600936237309
macrophage_monocyte,smooth_muscle_pericyte,FN1,ITGA5,ECM_integrin,0.4486320087929504,0.4728178348421229,0.21212121503835507
satellite_cell,inflammatory FAP,IL6,IL6R,IL6,0.3163287741599974,0.6704619881926974,0.21208641884587062
satellite_cell,inflammatory FAP,COL1A1,ITGA1,ECM_integrin,1.2200959524676651,0.17338819021585566,0.21155022908805912
myonuclei_muscle_fiber,adipocyte,JAG1,NOTCH1,NOTCH,0.2647498457137947,0.7962493321094488,0.21080688782568863
DA-FAP,adipocyte,TGFB1,TGFBR1,TGFB,0.7028314625836879,0.2987653398930812,0.2099816808063669
b_cell,endothelial,IL6,IL6R,IL6,0.8641135982365176,0.24184808126642582,0.20898421572972892
satellite_cell,unassigned,TGFB1,TGFBR1,TGFB,0.24973409790303736,0.8360977593507618,0.2088021196902133
schwann_cell,satellite_cell,FN1,ITGA5,ECM_integrin,0.7622824903796157,0.2736609232921634,0.2086069301267353
inflammatory FAP,unassigned,COL1A1,ITGA1,ECM_integrin,2.581875453457119,0.08067536113426722,0.20829373461135303
homeostatic FAP,myonuclei_muscle_fiber,JAG1,NOTCH1,NOTCH,1.6343054536371846,0.127434295982386,0.20826656490442863
satellite_cell,b_cell,TGFB1,TGFBR2,TGFB,0.24973409790303736,0.832618945062632,0.20793334114219503
endothelial,endothelial,TNF,TNFRSF1A,TNF,0.11880594974112618,1.7456052715481678,0.20738829215939655
inflammatory FAP,b_cell,IL6,IL6R,IL6,0.835768433075461,0.24759931701419544,0.20693569321150845
inflammatory FAP,adipocyte,TGFB1,TGFBR1,TGFB,0.6903533478343598,0.2987653398930812,0.206253652612059
adipogenic FAP,b_cell,IL6,IL6ST,IL6,0.27420289202210624,0.7521923520603448,0.20625331829185686
unassigned,inflammatory FAP,FN1,ITGA5,ECM_integrin,0.1305735344425986,1.5743821358494883,0.20557264004115508
ECM-remodeling FAP,unassigned,IL6,IL6R,IL6,0.15284447196545328,1.3421099946041897,0.20513409344483471
t_cell,b_cell,COL1A1,ITGB1,ECM_integrin,0.11367776805245931,1.802859462964509,0.2049450398620608
unassigned,homeostatic FAP,PDGFA,PDGFRA,PDGF,0.03628134958693189,5.641947012737733,0.20469745192008373
adipocyte,endothelial,TGFB1,TGFBR1,TGFB,0.6346072104030224,0.32246654108137585,0.20463959208396354
adipocyte,ECM-remodeling FAP,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.06247529718922101,0.20453085584641872
smooth_muscle_pericyte,homeostatic FAP,TNF,TNFRSF1A,TNF,0.09676041317906764,2.0915663183626334,0.20238082115618974
inflammatory FAP,endothelial,IL6,IL6R,IL6,0.835768433075461,0.24184808126642582,0.20212899192234746
b_cell,smooth_muscle_pericyte,COL1A1,ITGA1,ECM_integrin,0.10585858383917068,1.9022581954484825,0.20137035866663272
smooth_muscle_pericyte,DA-FAP,CXCL12,CXCR4,CXCL12,2.432793070389611,0.08277043775050516,0.2013633473925436
smooth_muscle_pericyte,myonuclei_muscle_fiber,TGFB1,TGFBR2,TGFB,0.4134805576391167,0.48672930596096875,0.2012531048480416
t_cell,DA-FAP,PDGFA,PDGFRA,PDGF,0.055103555814550814,3.6486532997414245,0.20105377075024658
endothelial,satellite_cell,PDGFB,PDGFRB,PDGF,1.1883417471033395,0.16896125543218754,0.20078371347305934
t_cell,adipogenic FAP,PDGFB,PDGFRB,PDGF,0.08350427351246759,2.3860566423544025,0.1992459264794021
adipogenic FAP,endothelial,TGFB1,TGFBR1,TGFB,0.6146881844143516,0.32246654108137585,0.19821637267168685
DA-FAP,schwann_cell,CCL2,CCR2,CCL,4.394311676523798,0.04477808295596574,0.1967688527857515
satellite_cell,t_cell,COL1A1,ITGA1,ECM_integrin,1.2200959524676651,0.16117686830010314,0.19665124464436975
homeostatic FAP,inflammatory FAP,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.5785103027300682,0.19623915205915804
unassigned,endothelial,FN1,ITGA5,ECM_integrin,0.1305735344425986,1.5009326982454871,0.19598208737037956
macrophage_monocyte,myonuclei_muscle_fiber,COL1A1,ITGB1,ECM_integrin,0.11972789169691629,1.624832279599497,0.1945377431975422
macrophage_monocyte,adipocyte,SPP1,CD44,SPP1,0.1802246025694198,1.078995143418856,0.19446147089699745
adipocyte,homeostatic FAP,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.05935646971589989,0.19432047700782473
schwann_cell,smooth_muscle_pericyte,IL6,IL6ST,IL6,0.07951801331927251,2.4319811177368806,0.1933863069124205
schwann_cell,adipocyte,IL6,IL6ST,IL6,0.07951801331927251,2.430215557697972,0.19324591308573058
homeostatic FAP,smooth_muscle_pericyte,TGFB1,TGFBR1,TGFB,0.33921461922644935,0.5692835608480654,0.1931093063249537
adipogenic FAP,myonuclei_muscle_fiber,JAG1,NOTCH1,NOTCH,1.5105892717662892,0.127434295982386,0.19250088036608223
adipogenic FAP,ECM-remodeling FAP,TNF,TNFRSF1A,TNF,0.05122178099667866,3.7461060772991934,0.19188222508174627
b_cell,b_cell,COL1A1,ITGB1,ECM_integrin,0.10585858383917068,1.802859462964509,0.1908481496104707
DA-FAP,smooth_muscle_pericyte,PDGFA,PDGFRA,PDGF,0.386583885416965,0.4910047815420876,0.18981453620684832
