sender,receiver,ligand,receptor,pathway,ligand_mean_log_expr,receptor_mean_log_expr,interaction_score
schwann_cell,DA-FAP,TGFB1,TGFBR1,TGFB,1.4174644919145825,1.0170521028081556,1.44163524215762
satellite_cell,ECM-remodeling FAP,IL6,IL6ST,IL6,0.3163287741599974,4.552648419810252,1.4401336938200262
homeostatic FAP,adipogenic FAP,COL1A1,ITGA1,ECM_integrin,5.084146432195795,0.28324564235193234,1.440062321998583
satellite_cell,adipogenic FAP,IL6,IL6ST,IL6,0.3163287741599974,4.551672100348742,1.439824855881578
macrophage_monocyte,myonuclei_muscle_fiber,TGFB1,TGFBR2,TGFB,2.9477571577607864,0.48672930596096875,1.4347597955383855
inflammatory FAP,myonuclei_muscle_fiber,IL6,IL6ST,IL6,0.835768433075461,1.7159025138850577,1.434097155339959
ECM-remodeling FAP,myonuclei_muscle_fiber,COL1A1,ITGA1,ECM_integrin,4.732179975233685,0.30300246315056983,1.4338621885676093
adipocyte,ECM-remodeling FAP,IL6,IL6R,IL6,1.4125257626874013,1.0115513940007823,1.4288424043084589
b_cell,DA-FAP,TNF,TNFRSF1A,TNF,0.5657466031107439,2.522350703182164,1.4270113421793054
macrophage_monocyte,satellite_cell,CXCL12,CXCR4,CXCL12,0.6767710308881131,2.1064633861075124,1.4255933973440464
b_cell,t_cell,TGFB1,TGFBR1,TGFB,2.2142956966392746,0.6397271780683619,1.4165451374199607
adipogenic FAP,adipocyte,CXCL12,CXCR4,CXCL12,3.8582370371223336,0.36674943996290255,1.4150062726087442
ECM-remodeling FAP,adipogenic FAP,WNT5A,FZD4,WNT,0.8542354563790328,1.6561963175184302,1.4147816171486296
DA-FAP,DA-FAP,PDGFA,PDGFRA,PDGF,0.386583885416965,3.6486532997414245,1.41051056915347
DA-FAP,adipocyte,WNT5A,FZD4,WNT,1.2207413111664382,1.1517362687629717,1.4059720428476514
macrophage_monocyte,schwann_cell,TNF,TNFRSF1A,TNF,1.0104381829116726,1.3850017017767406,1.3994586028728642
endothelial,adipogenic FAP,PDGFA,PDGFRA,PDGF,0.31131382140999975,4.462824316639407,1.3893388922944845
adipogenic FAP,adipogenic FAP,WNT5A,FZD4,WNT,0.8353034994231848,1.6561963175184302,1.383426579754937
DA-FAP,satellite_cell,TGFB1,TGFBR2,TGFB,0.7028314625836879,1.9565788073953496,1.3751451448619214
adipocyte,myonuclei_muscle_fiber,IL6,IL6R,IL6,1.4125257626874013,0.9732220802046789,1.3747012611053333
schwann_cell,b_cell,FN1,ITGB1,ECM_integrin,0.7622824903796157,1.802859462964509,1.3742882012330424
macrophage_monocyte,macrophage_monocyte,FN1,ITGB1,ECM_integrin,0.4486320087929504,3.049127603306565,1.3679362417374588
adipocyte,endothelial,JAG1,NOTCH1,NOTCH,0.9401707198314758,1.4521323491103546,1.365252315953654
smooth_muscle_pericyte,DA-FAP,TGFB1,TGFBR2,TGFB,0.4134805576391167,3.282614513541934,1.3572972795735765
myonuclei_muscle_fiber,myonuclei_muscle_fiber,FN1,ITGB1,ECM_integrin,0.8348231573330259,1.624832279599497,1.35644761379187
macrophage_monocyte,ECM-remodeling FAP,PDGFB,PDGFRB,PDGF,0.37405053735201593,3.6235286932111044,1.3553828548060616
satellite_cell,adipogenic FAP,TGFB1,TGFBR2,TGFB,0.24973409790303736,5.423447770055725,1.3544198363791062
schwann_cell,schwann_cell,TGFB1,TGFBR2,TGFB,1.4174644919145825,0.9543259710483836,1.3527231776729876
b_cell,macrophage_monocyte,IL6,IL6R,IL6,0.8641135982365176,1.564121644357306,1.3515787821852103
ECM-remodeling FAP,adipogenic FAP,TGFB1,TGFBR1,TGFB,1.3156232953849412,1.0267164545353906,1.3507720853417937
inflammatory FAP,satellite_cell,TGFB1,TGFBR2,TGFB,0.6903533478343598,1.9565788073953496,1.3507307299871385
smooth_muscle_pericyte,unassigned,IL6,IL6R,IL6,1.003667665427036,1.3421099946041897,1.347032405030679
DA-FAP,t_cell,CCL2,CCR2,CCL,4.394311676523798,0.30653437922087573,1.347007601866268
macrophage_monocyte,unassigned,TGFB1,TGFBR2,TGFB,2.9477571577607864,0.45544096789429533,1.3425293730479095
DA-FAP,ECM-remodeling FAP,WNT5A,FZD4,WNT,1.2207413111664382,1.0994972114337298,1.342201667509454
b_cell,macrophage_monocyte,IL6,IL6ST,IL6,0.8641135982365176,1.5515375768589044,1.3407047183387153
ECM-remodeling FAP,adipogenic FAP,COL1A1,ITGA1,ECM_integrin,4.732179975233685,0.28324564235193234,1.3403693568100163
unassigned,unassigned,TGFB1,TGFBR1,TGFB,1.6015349855458525,0.8360977593507618,1.339039812936742
ECM-remodeling FAP,DA-FAP,TGFB1,TGFBR1,TGFB,1.3156232953849412,1.0170521028081556,1.3380574390746496
unassigned,b_cell,TGFB1,TGFBR2,TGFB,1.6015349855458525,0.832618945062632,1.3334683701460852
homeostatic FAP,adipogenic FAP,PDGFA,PDGFRA,PDGF,0.2984734361435038,4.462824316639407,1.332034508692148
ECM-remodeling FAP,DA-FAP,PDGFA,PDGFRA,PDGF,0.3646809216853234,3.6486532997414245,1.3305942482598991
schwann_cell,macrophage_monocyte,TGFB1,TGFBR1,TGFB,1.4174644919145825,0.9385889775240909,1.330416548142813
schwann_cell,adipogenic FAP,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.522645376743493,1.3265983313002334
ECM-remodeling FAP,homeostatic FAP,WNT5A,FZD4,WNT,0.8542354563790328,1.5486852012099066,1.3229418096429988
endothelial,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.31131382140999975,4.249269562692163,1.3228563457628957
endothelial,homeostatic FAP,TGFB1,TGFBR1,TGFB,0.9017331634870771,1.4632747626744356,1.3194833807972208
myonuclei_muscle_fiber,inflammatory FAP,FN1,ITGA5,ECM_integrin,0.8348231573330259,1.5743821358494883,1.3143306654985827
macrophage_monocyte,DA-FAP,IL6,IL6ST,IL6,0.3758630160242215,3.4882311781724638,1.3110970912176259
inflammatory FAP,adipogenic FAP,WNT5A,FZD4,WNT,0.7911889782714617,1.6561963175184302,1.3103642722743643
inflammatory FAP,macrophage_monocyte,IL6,IL6R,IL6,0.835768433075461,1.564121644357306,1.3072434958439192
homeostatic FAP,adipocyte,JAG1,NOTCH1,NOTCH,1.6343054536371846,0.7962493321094488,1.301314625921438
ECM-remodeling FAP,endothelial,WNT5A,FZD4,WNT,0.8542354563790328,1.5214582465992588,1.2996835796453607
adipocyte,smooth_muscle_pericyte,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.39692406930879404,1.2994451127761513
schwann_cell,endothelial,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.425693832684405,1.2981601616336174
inflammatory FAP,macrophage_monocyte,IL6,IL6ST,IL6,0.835768433075461,1.5515375768589044,1.2967261294690642
schwann_cell,DA-FAP,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.420436156664212,1.296617961515348
myonuclei_muscle_fiber,adipogenic FAP,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.522645376743493,1.2943229727106427
adipogenic FAP,homeostatic FAP,WNT5A,FZD4,WNT,0.8353034994231848,1.5486852012099066,1.293622168075534
DA-FAP,DA-FAP,WNT5A,FZD4,WNT,1.2207413111664382,1.0584055064437186,1.2920393256818832
satellite_cell,satellite_cell,FN1,ITGA5,ECM_integrin,4.713455957596491,0.2736609232921634,1.2898887092528037
inflammatory FAP,adipogenic FAP,CXCL12,CXCR4,CXCL12,5.991529651187526,0.2150682846930639,1.2885880047685327
schwann_cell,satellite_cell,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.393024497833089,1.288577476835622
smooth_muscle_pericyte,b_cell,CCL2,CCR2,CCL,3.5798670374910477,0.35960828336912404,1.2873498400418673
schwann_cell,schwann_cell,SPP1,CD44,SPP1,1.0647965528538763,1.2064954544612572,1.2846722009442175
adipogenic FAP,schwann_cell,COL1A1,ITGA1,ECM_integrin,2.2287172003909954,0.5762382303029131,1.2842720553989702
b_cell,inflammatory FAP,TGFB1,TGFBR1,TGFB,2.2142956966392746,0.5785103027300682,1.280992873796674
macrophage_monocyte,ECM-remodeling FAP,FN1,ITGA5,ECM_integrin,0.4486320087929504,2.8513649692564207,1.2792135939593572
schwann_cell,schwann_cell,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.344399478342586,1.274314614209415
DA-FAP,smooth_muscle_pericyte,TGFB1,TGFBR2,TGFB,0.7028314625836879,1.8091158238473821,1.271503520457949
adipogenic FAP,endothelial,WNT5A,FZD4,WNT,0.8353034994231848,1.5214582465992588,1.2708793976106239
smooth_muscle_pericyte,macrophage_monocyte,CCL2,CCR2,CCL,3.5798670374910477,0.3545614252886568,1.2692827591567073
homeostatic FAP,ECM-remodeling FAP,PDGFA,PDGFRA,PDGF,0.2984734361435038,4.249269562692163,1.2682940874767337
myonuclei_muscle_fiber,endothelial,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.425693832684405,1.266576687016715
myonuclei_muscle_fiber,DA-FAP,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.420436156664212,1.2650720077219377
adipogenic FAP,homeostatic FAP,IL6,IL6ST,IL6,0.27420289202210624,4.602391633259439,1.261989096058083
homeostatic FAP,endothelial,CXCL12,CXCR4,CXCL12,5.067519483467946,0.2488465338662752,1.2610346587608154
b_cell,smooth_muscle_pericyte,TGFB1,TGFBR1,TGFB,2.2142956966392746,0.5692835608480654,1.260562138953354
myonuclei_muscle_fiber,satellite_cell,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.393024497833089,1.257227143314113
adipocyte,unassigned,FN1,ITGB1,ECM_integrin,1.46549935968949,0.857836844767653,1.257159346725048
ECM-remodeling FAP,schwann_cell,TGFB1,TGFBR2,TGFB,1.3156232953849412,0.9543259710483836,1.2555334789021084
myonuclei_muscle_fiber,endothelial,FN1,ITGA5,ECM_integrin,0.8348231573330259,1.5009326982454871,1.2530133740936755
smooth_muscle_pericyte,adipocyte,FN1,ITGA5,ECM_integrin,1.9898739639324414,0.629206017470737,1.2520406721146404
endothelial,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.31131382140999975,4.02084828846314,1.251745645991317
b_cell,homeostatic FAP,IL6,IL6R,IL6,0.8641135982365176,1.447118863448856,1.2504750881707307
inflammatory FAP,smooth_muscle_pericyte,TGFB1,TGFBR2,TGFB,0.6903533478343598,1.8091158238473821,1.248929165613156
adipogenic FAP,ECM-remodeling FAP,IL6,IL6ST,IL6,0.27420289202210624,4.552648419810252,1.2483493630718432
adipogenic FAP,adipogenic FAP,IL6,IL6ST,IL6,0.27420289202210624,4.551672100348742,1.2480816534519594
inflammatory FAP,satellite_cell,COL1A1,ITGA1,ECM_integrin,2.581875453457119,0.48204560144123576,1.2445817058081003
myonuclei_muscle_fiber,schwann_cell,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.344399478342586,1.2433112877622505
adipocyte,satellite_cell,TGFB1,TGFBR2,TGFB,0.6346072104030224,1.9565788073953496,1.2416590188948353
macrophage_monocyte,endothelial,IL6,IL6ST,IL6,0.3758630160242215,3.298850720621392,1.239915981266433
DA-FAP,ECM-remodeling FAP,COL1A1,ITGA1,ECM_integrin,5.840368430366636,0.2122363000576248,1.2395381866343727
schwann_cell,myonuclei_muscle_fiber,FN1,ITGB1,ECM_integrin,0.7622824903796157,1.624832279599497,1.2385811965422926
endothelial,t_cell,TGFB1,TGFBR2,TGFB,0.9017331634870771,1.37096690353889,1.2362463229642058
macrophage_monocyte,satellite_cell,IL6,IL6ST,IL6,0.3758630160242215,3.285703968686027,1.2349746034330844
ECM-remodeling FAP,macrophage_monocyte,TGFB1,TGFBR1,TGFB,1.3156232953849412,0.9385889775240909,1.2348295236222269
smooth_muscle_pericyte,endothelial,TGFB1,TGFBR2,TGFB,0.4134805576391167,2.9821270846822783,1.2330515699251416
inflammatory FAP,schwann_cell,FN1,ITGA5,ECM_integrin,3.7081636446023034,0.33218559188741703,1.2317985350976177
macrophage_monocyte,inflammatory FAP,IL6,IL6ST,IL6,0.3758630160242215,3.2739799276040427,1.2305679699920178
inflammatory FAP,homeostatic FAP,WNT5A,FZD4,WNT,0.7911889782714617,1.5486852012099066,1.2253026620093992
DA-FAP,macrophage_monocyte,TGFB1,TGFBR2,TGFB,0.7028314625836879,1.7371214173296554,1.2209035864272506
endothelial,ECM-remodeling FAP,TGFB1,TGFBR1,TGFB,0.9017331634870771,1.3425599544521776,1.2106308348992283
schwann_cell,adipocyte,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.1261296884635525,1.2102909477694714
inflammatory FAP,homeostatic FAP,IL6,IL6R,IL6,0.835768433075461,1.447118863448856,1.2094562649785925
satellite_cell,homeostatic FAP,TGFB1,TGFBR2,TGFB,0.24973409790303736,4.838394943281787,1.2083121964590946
adipogenic FAP,satellite_cell,FN1,ITGA5,ECM_integrin,4.402274689330545,0.2736609232921634,1.2047305560679187
inflammatory FAP,endothelial,WNT5A,FZD4,WNT,0.7911889782714617,1.5214582465992588,1.2037609956095572
DA-FAP,adipocyte,TGFB1,TGFBR2,TGFB,0.7028314625836879,1.7117976647514914,1.203105256364632
adipogenic FAP,adipocyte,JAG1,NOTCH1,NOTCH,1.5105892717662892,0.7962493321094488,1.2028056987356064
adipogenic FAP,satellite_cell,TGFB1,TGFBR2,TGFB,0.6146881844143516,1.9565788073953496,1.2026858747814448
adipocyte,adipocyte,CXCL12,CXCR4,CXCL12,3.2737876416489753,0.36674943996290255,1.2006597841322333
adipocyte,b_cell,CCL2,CCR2,CCL,3.3379445531361287,0.35960828336912404,1.2003525107346011
schwann_cell,inflammatory FAP,FN1,ITGA5,ECM_integrin,0.7622824903796157,1.5743821358494883,1.2001239353245263
homeostatic FAP,inflammatory FAP,PDGFA,PDGFRA,PDGF,0.2984734361435038,4.02084828846314,1.2001164048693194
inflammatory FAP,macrophage_monocyte,TGFB1,TGFBR2,TGFB,0.6903533478343598,1.7371214173296554,1.1992275860482957
endothelial,b_cell,CCL2,CCR2,CCL,3.3301823187955066,0.35960828336912404,1.1975611469682612
endothelial,smooth_muscle_pericyte,CXCL12,CXCR4,CXCL12,3.0110058996400517,0.39692406930879404,1.1951407143979156
unassigned,b_cell,TGFB1,TGFBR1,TGFB,1.6015349855458525,0.7456882248829969,1.1942457804597029
schwann_cell,unassigned,TGFB1,TGFBR1,TGFB,1.4174644919145825,0.8360977593507618,1.1851388856490483
schwann_cell,inflammatory FAP,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,4.035099887545048,1.1835897647366258
adipocyte,macrophage_monocyte,CCL2,CCR2,CCL,3.3379445531361287,0.3545614252886568,1.1835063782944544
b_cell,homeostatic FAP,TNF,TNFRSF1A,TNF,0.5657466031107439,2.0915663183626334,1.1832965397945046
inflammatory FAP,adipocyte,TGFB1,TGFBR2,TGFB,0.6903533478343598,1.7117976647514914,1.1817452486762312
myonuclei_muscle_fiber,adipocyte,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.1261296884635525,1.1808452795401823
endothelial,macrophage_monocyte,CCL2,CCR2,CCL,3.3301823187955066,0.3545614252886568,1.180754189423219
schwann_cell,b_cell,TGFB1,TGFBR2,TGFB,1.4174644919145825,0.832618945062632,1.1802077899216594
myonuclei_muscle_fiber,DA-FAP,FN1,ITGA5,ECM_integrin,0.8348231573330259,1.4121910106292028,1.1789297582507878
adipocyte,DA-FAP,IL6,IL6R,IL6,1.4125257626874013,0.8317403462815625,1.1748546669892472
endothelial,adipocyte,JAG1,NOTCH1,NOTCH,1.474334072876967,0.7962493321094488,1.1739375208344884
macrophage_monocyte,homeostatic FAP,PDGFB,PDGFRB,PDGF,0.37405053735201593,3.126010886503331,1.1692860518648227
homeostatic FAP,DA-FAP,IL6,IL6ST,IL6,0.3345602152095283,3.4882311781724638,1.1670233736699658
satellite_cell,ECM-remodeling FAP,TGFB1,TGFBR2,TGFB,0.24973409790303736,4.652798541416488,1.1619624464652147
t_cell,endothelial,TGFB1,TGFBR1,TGFB,3.597920173136243,0.32246654108137585,1.1602088733181493
b_cell,unassigned,IL6,IL6R,IL6,0.8641135982365176,1.3421099946041897,1.1597354966666196
myonuclei_muscle_fiber,inflammatory FAP,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,4.035099887545048,1.1547937206149645
adipocyte,smooth_muscle_pericyte,COL1A1,ITGA1,ECM_integrin,0.6058540047639327,1.9022581954484825,1.152490745807475
satellite_cell,b_cell,CCL2,CCR2,CCL,3.198612315159484,0.35960828336912404,1.1502474838178416
schwann_cell,adipocyte,SPP1,CD44,SPP1,1.0647965528538763,1.078995143418856,1.1489103092584718
adipocyte,smooth_muscle_pericyte,TGFB1,TGFBR2,TGFB,0.6346072104030224,1.8091158238473821,1.1480779462677528
schwann_cell,endothelial,FN1,ITGA5,ECM_integrin,0.7622824903796157,1.5009326982454871,1.1441347151107661
endothelial,adipocyte,FN1,ITGA5,ECM_integrin,1.8115180661655428,0.629206017470737,1.1398180679883123
endothelial,DA-FAP,PDGFA,PDGFRA,PDGF,0.31131382140999975,3.6486532997414245,1.1358762017427082
DA-FAP,endothelial,CXCL12,CXCR4,CXCL12,4.561811492620522,0.2488465338662752,1.135190978089956
satellite_cell,macrophage_monocyte,CCL2,CCR2,CCL,3.198612315159484,0.3545614252886568,1.134104541408797
smooth_muscle_pericyte,unassigned,FN1,ITGA5,ECM_integrin,1.9898739639324414,0.5643712961462256,1.1230277481921798
inflammatory FAP,unassigned,IL6,IL6R,IL6,0.835768433075461,1.3421099946041897,1.121693167205259
homeostatic FAP,myonuclei_muscle_fiber,FN1,ITGA5,ECM_integrin,6.04655092859216,0.18526119388187495,1.1201912438985433
homeostatic FAP,DA-FAP,TGFB1,TGFBR2,TGFB,0.33921461922644935,3.282614513541934,1.1135108322783434
inflammatory FAP,DA-FAP,COL1A1,ITGA1,ECM_integrin,2.581875453457119,0.4312271655258082,1.1133748335349742
adipogenic FAP,smooth_muscle_pericyte,TGFB1,TGFBR2,TGFB,0.6146881844143516,1.8091158238473821,1.1120421211560212
endothelial,adipocyte,CXCL12,CXCR4,CXCL12,3.0110058996400517,0.36674943996290255,1.1042847274179846
homeostatic FAP,endothelial,IL6,IL6ST,IL6,0.3345602152095283,3.298850720621392,1.1036642070352005
satellite_cell,DA-FAP,IL6,IL6ST,IL6,0.3163287741599974,3.4882311781724638,1.1034278925779788
adipocyte,macrophage_monocyte,TGFB1,TGFBR2,TGFB,0.6346072104030224,1.7371214173296554,1.1023897767829172
satellite_cell,inflammatory FAP,TGFB1,TGFBR2,TGFB,0.24973409790303736,4.406268363871525,1.1003954549701476
ECM-remodeling FAP,unassigned,TGFB1,TGFBR1,TGFB,1.3156232953849412,0.8360977593507618,1.0999896894210148
homeostatic FAP,satellite_cell,IL6,IL6ST,IL6,0.3345602152095283,3.285703968686027,1.0992658268783984
smooth_muscle_pericyte,t_cell,CCL2,CCR2,CCL,3.5798670374910477,0.30653437922087573,1.0973523200305937
ECM-remodeling FAP,b_cell,TGFB1,TGFBR2,TGFB,1.3156232953849412,0.832618945062632,1.0954128803032332
homeostatic FAP,inflammatory FAP,IL6,IL6ST,IL6,0.3345602152095283,3.2739799276040427,1.0953434291708843
b_cell,unassigned,TNF,TNFRSF1A,TNF,0.5657466031107439,1.9333877306720861,1.0938075411237225
adipocyte,b_cell,COL1A1,ITGB1,ECM_integrin,0.6058540047639327,1.802859462964509,1.0922696256636006
homeostatic FAP,adipogenic FAP,CXCL12,CXCR4,CXCL12,5.067519483467946,0.2150682846930639,1.0898627229581324
homeostatic FAP,DA-FAP,PDGFA,PDGFRA,PDGF,0.2984734361435038,3.6486532997414245,1.0890260876701565
schwann_cell,t_cell,COL1A1,ITGB1,ECM_integrin,0.29332353540737777,3.7090990054515887,1.0879660334550487
adipocyte,adipocyte,TGFB1,TGFBR2,TGFB,0.6346072104030224,1.7117976647514914,1.086319140802352
homeostatic FAP,ECM-remodeling FAP,COL1A1,ITGA1,ECM_integrin,5.084146432195795,0.2122363000576248,1.0790404277204095
b_cell,myonuclei_muscle_fiber,TGFB1,TGFBR2,TGFB,2.2142956966392746,0.48672930596096875,1.077762607617594
schwann_cell,DA-FAP,FN1,ITGA5,ECM_integrin,0.7622824903796157,1.4121910106292028,1.076488480474135
t_cell,adipocyte,TGFB1,TGFBR1,TGFB,3.597920173136243,0.2987653398930812,1.0749338434352231
adipogenic FAP,satellite_cell,COL1A1,ITGA1,ECM_integrin,2.2287172003909954,0.48204560144123576,1.0743433233049045
smooth_muscle_pericyte,adipogenic FAP,IL6,IL6R,IL6,1.003667665427036,1.0645857642360976,1.0684903086377011
macrophage_monocyte,adipogenic FAP,FN1,ITGA5,ECM_integrin,0.4486320087929504,2.380264850699271,1.067863001428466
adipogenic FAP,macrophage_monocyte,TGFB1,TGFBR2,TGFB,0.6146881844143516,1.7371214173296554,1.067788010125651
smooth_muscle_pericyte,satellite_cell,JAG1,NOTCH1,NOTCH,2.081053377974546,0.5126798481511321,1.066914129814391
endothelial,smooth_muscle_pericyte,COL1A1,ITGA1,ECM_integrin,0.5593944596856071,1.9022581954484825,1.0641126954254219
adipocyte,b_cell,IL6,IL6ST,IL6,1.4125257626874013,0.7521923520603448,1.0624910757816688
myonuclei_muscle_fiber,t_cell,COL1A1,ITGB1,ECM_integrin,0.28618714599343914,3.7090990054515887,1.0614964585772937
inflammatory FAP,endothelial,JAG1,NOTCH1,NOTCH,0.7302812365196376,1.4521323491103546,1.0604650074984758
schwann_cell,b_cell,TGFB1,TGFBR1,TGFB,1.4174644919145825,0.7456882248829969,1.0569865808104641
adipogenic FAP,adipocyte,TGFB1,TGFBR2,TGFB,0.6146881844143516,1.7117976647514914,1.052221798630821
smooth_muscle_pericyte,schwann_cell,COL1A1,ITGA1,ECM_integrin,1.8258434336364373,0.5762382303029131,1.052120789008855
satellite_cell,unassigned,COL1A1,ITGB1,ECM_integrin,1.2200959524676651,0.857836844767653,1.0466432621786461
homeostatic FAP,b_cell,FN1,ITGA5,ECM_integrin,6.04655092859216,0.1729038548259379,1.0454719639549388
unassigned,schwann_cell,TGFB1,TGFBR1,TGFB,1.6015349855458525,0.6518580516666832,1.0439734753539491
unassigned,satellite_cell,TGFB1,TGFBR1,TGFB,1.6015349855458525,0.6517209903725698,1.0437539668962623
satellite_cell,endothelial,IL6,IL6ST,IL6,0.3163287741599974,3.298850720621392,1.043521404590989
smooth_muscle_pericyte,t_cell,IL6,IL6ST,IL6,1.003667665427036,1.037456807318021,1.0412618517822645
macrophage_monocyte,adipocyte,TNF,TNFRSF1A,TNF,1.0104381829116726,1.0304555448563801,1.0412116283159383
homeostatic FAP,satellite_cell,WNT5A,FZD4,WNT,2.4045408374272883,0.4327330701468539,1.0405243388733976
macrophage_monocyte,ECM-remodeling FAP,SPP1,CD44,SPP1,0.1802246025694198,5.769134044139827,1.0397398902748098
satellite_cell,satellite_cell,IL6,IL6ST,IL6,0.3163287741599974,3.285703968686027,1.0393627086670894
satellite_cell,inflammatory FAP,IL6,IL6ST,IL6,0.3163287741599974,3.2739799276040427,1.0356540571234238
satellite_cell,adipocyte,JAG1,NOTCH1,NOTCH,1.2982248262543947,0.7962493321094488,1.033710650832967
DA-FAP,homeostatic FAP,TGFB1,TGFBR1,TGFB,0.7028314625836879,1.4632747626744356,1.0284355416122724
macrophage_monocyte,DA-FAP,PDGFB,PDGFRB,PDGF,0.37405053735201593,2.7422841587699134,1.0257528631598072
unassigned,t_cell,TGFB1,TGFBR1,TGFB,1.6015349855458525,0.6397271780683619,1.0245454568810028
adipocyte,t_cell,CCL2,CCR2,CCL,3.3379445531361287,0.30653437922087573,1.0231947614692867
adipocyte,homeostatic FAP,PDGFA,PDGFRA,PDGF,0.18131971142777284,5.641947012737733,1.0229962042403906
ECM-remodeling FAP,smooth_muscle_pericyte,CXCL12,CXCR4,CXCL12,2.576647371235875,0.39692406930879404,1.0227333597647503
endothelial,unassigned,FN1,ITGA5,ECM_integrin,1.8115180661655428,0.5643712961462256,1.0223687989941515
endothelial,t_cell,CCL2,CCR2,CCL,3.3301823187955066,0.30653437922087573,1.0208153697843172
DA-FAP,homeostatic FAP,COL1A1,ITGA1,ECM_integrin,5.840368430366636,0.17442995850948448,1.0187352229889555
DA-FAP,inflammatory FAP,WNT5A,FZD4,WNT,1.2207413111664382,0.8330476977480459,1.0169357388131324
smooth_muscle_pericyte,ECM-remodeling FAP,IL6,IL6R,IL6,1.003667665427036,1.0115513940007823,1.0152614260762292
inflammatory FAP,satellite_cell,FN1,ITGA5,ECM_integrin,3.7081636446023034,0.2736609232921634,1.0147794867003
smooth_muscle_pericyte,macrophage_monocyte,JAG1,NOTCH1,NOTCH,2.081053377974546,0.48761209433966923,1.0147467960668117
DA-FAP,inflammatory FAP,COL1A1,ITGA1,ECM_integrin,5.840368430366636,0.17338819021585566,1.0126509123350886
homeostatic FAP,endothelial,TGFB1,TGFBR2,TGFB,0.33921461922644935,2.9821270846822783,1.0115811035153806
ECM-remodeling FAP,myonuclei_muscle_fiber,FN1,ITGA5,ECM_integrin,5.456936781724284,0.18526119388187495,1.0109586231201573
inflammatory FAP,homeostatic FAP,TGFB1,TGFBR1,TGFB,0.6903533478343598,1.4632747626744356,1.0101766312138247
endothelial,b_cell,COL1A1,ITGB1,ECM_integrin,0.5593944596856071,1.802859462964509,1.0085095951741152
b_cell,unassigned,TGFB1,TGFBR2,TGFB,2.2142956966392746,0.45544096789429533,1.0084809752815642
smooth_muscle_pericyte,smooth_muscle_pericyte,PDGFB,PDGFRB,PDGF,0.2547225184263724,3.9554246786240435,1.007535735584941
ECM-remodeling FAP,ECM-remodeling FAP,COL1A1,ITGA1,ECM_integrin,4.732179975233685,0.2122363000576248,1.00434036915038
endothelial,satellite_cell,IL6,IL6R,IL6,2.270437899438654,0.44215124286966034,1.0038769390951818
endothelial,adipocyte,PDGFB,PDGFRB,PDGF,1.1883417471033395,0.8428111834299699,1.0015477141954034
ECM-remodeling FAP,satellite_cell,JAG1,NOTCH1,NOTCH,1.9390346812954538,0.5126798481511321,0.9941040059663321
satellite_cell,satellite_cell,PDGFA,PDGFRA,PDGF,1.3906269159579585,0.7112091804838089,0.9890266292571862
b_cell,endothelial,TNF,TNFRSF1A,TNF,0.5657466031107439,1.7456052715481678,0.9875702527505835
adipocyte,myonuclei_muscle_fiber,COL1A1,ITGB1,ECM_integrin,0.6058540047639327,1.624832279599497,0.9844111436650652
ECM-remodeling FAP,adipocyte,WNT5A,FZD4,WNT,0.8542354563790328,1.1517362687629717,0.9838539571750214
DA-FAP,adipogenic FAP,CXCL12,CXCR4,CXCL12,4.561811492620522,0.2150682846930639,0.9811009728110012
ECM-remodeling FAP,b_cell,TGFB1,TGFBR1,TGFB,1.3156232953849412,0.7456882248829969,0.9810447997503154
t_cell,t_cell,TNF,TNFRSF1A,TNF,1.4678352237929455,0.6682549804617375,0.9808881987968049
satellite_cell,t_cell,CCL2,CCR2,CCL,3.198612315159484,0.30653437922087573,0.9804846403956605
DA-FAP,myonuclei_muscle_fiber,FN1,ITGA5,ECM_integrin,5.288965217362693,0.18526119388187495,0.9798400105683228
inflammatory FAP,b_cell,CCL2,CCR2,CCL,2.7240224263471378,0.35960828336912404,0.9795810285976904
smooth_muscle_pericyte,myonuclei_muscle_fiber,IL6,IL6R,IL6,1.003667665427036,0.9732220802046789,0.9767915331810737
DA-FAP,smooth_muscle_pericyte,WNT5A,FZD4,WNT,1.2207413111664382,0.8000048185452701,0.9765989311304215
macrophage_monocyte,inflammatory FAP,PDGFB,PDGFRB,PDGF,0.37405053735201593,2.5891315593267925,0.9684660510412496
inflammatory FAP,macrophage_monocyte,CCL2,CCR2,CCL,2.7240224263471378,0.3545614252886568,0.9658332740039063
