regulator,target,feature_importance,spearman_sign,signed_grn_weight,spearman_rho,target_is_module_gene
RUNX2,COL6A2,0.0011261501390075338,1.0,0.0011261501390075338,0.021720580499004355,False
FOXO1,COL6A2,0.03867289187609693,-1.0,-0.03867289187609693,-0.12356057862890048,False
FOXO3,COL6A2,0.18878839988638996,-1.0,-0.18878839988638996,-0.20200003223230759,False
HIF1A,COL6A2,0.030869279323294297,-1.0,-0.030869279323294297,-0.002612255235974723,False
TEAD1,COL6A2,0.022648121230770518,-1.0,-0.022648121230770518,-0.021394409455591793,False
YAP1,COL6A2,0.011618926085120673,-1.0,-0.011618926085120673,-0.04158283504777776,False
WWTR1,COL6A2,0.018725914196126903,-1.0,-0.018725914196126903,-0.0653294543905681,False
PPARG,CRABP2,0.000622124089981561,-1.0,-0.000622124089981561,-0.007418134498105312,False
SMAD3,CRABP2,0.0273497241025109,1.0,0.0273497241025109,0.003504125005529361,False
STAT3,CRABP2,0.05600459855457216,-1.0,-0.05600459855457216,-0.047772959092434744,False
CEBPA,CRABP2,0.0005545989819181645,-1.0,-0.0005545989819181645,-1.4931577697705079e-05,False
JUN,CRABP2,0.09867956783067904,-1.0,-0.09867956783067904,-0.01684722173266476,False
FOS,CRABP2,0.06861491031984811,1.0,0.06861491031984811,0.047358189244431706,False
KLF4,CRABP2,0.08377287996937474,1.0,0.08377287996937474,0.08428638805776408,False
KLF5,CRABP2,0.0358339460836125,1.0,0.0358339460836125,0.05388336783931039,False
RUNX1,CRABP2,0.18432107466218928,1.0,0.18432107466218928,0.13190343129524248,False
RUNX2,CRABP2,0.0007421203219570644,1.0,0.0007421203219570644,0.005102775871467908,False
FOXO1,CRABP2,0.04663820650084764,-1.0,-0.04663820650084764,-0.0735907589691364,False
FOXO3,CRABP2,0.3109746202489801,-1.0,-0.3109746202489801,-0.16351537948261974,False
HIF1A,CRABP2,0.025912323688826816,1.0,0.025912323688826816,0.06400048464461003,False
TEAD1,CRABP2,0.010292394794826819,-1.0,-0.010292394794826819,-0.004920563120592162,False
YAP1,CRABP2,0.009388616276548594,1.0,0.009388616276548594,0.014079219745455321,False
WWTR1,CRABP2,0.04029829357332662,1.0,0.04029829357332662,0.052048612292858905,False
PPARG,CRIP1,0.011110653053458331,-1.0,-0.011110653053458331,-0.048058372526603665,False
SMAD3,CRIP1,0.056014582260300975,1.0,0.056014582260300975,0.06781161385854935,False
STAT3,CRIP1,0.03368377243320623,-1.0,-0.03368377243320623,-0.027547685178365,False
CEBPA,CRIP1,0.00633946082995174,-1.0,-0.00633946082995174,-0.039169070114072876,False
JUN,CRIP1,0.1446431967820265,-1.0,-0.1446431967820265,-0.04392158651713899,False
FOS,CRIP1,0.11458583069737567,-1.0,-0.11458583069737567,-0.05170387683364893,False
KLF4,CRIP1,0.22074774572932665,1.0,0.22074774572932665,0.1440325841937893,False
KLF5,CRIP1,0.003261954823734703,1.0,0.003261954823734703,0.0030915573080264767,False
RUNX1,CRIP1,0.03508251693242583,1.0,0.03508251693242583,0.07044473117157639,False
RUNX2,CRIP1,0.0008409848889523388,-1.0,-0.0008409848889523388,-0.028988975858331628,False
FOXO1,CRIP1,0.04761083819369055,-1.0,-0.04761083819369055,-0.06881345408478659,False
FOXO3,CRIP1,0.26962644979688905,-1.0,-0.26962644979688905,-0.1388614618282231,False
HIF1A,CRIP1,0.01845146671392475,1.0,0.01845146671392475,0.019524734062708493,False
TEAD1,CRIP1,0.01609247023445006,-1.0,-0.01609247023445006,-0.00869829727307445,False
YAP1,CRIP1,0.007574396150415109,1.0,0.007574396150415109,0.005412421302979283,False
WWTR1,CRIP1,0.014333680479871515,-1.0,-0.014333680479871515,-3.9470829629420846e-05,False
PPARG,CST3,0.000389007287135355,-1.0,-0.000389007287135355,-0.07766949246961301,False
SMAD3,CST3,0.02894457168636997,-1.0,-0.02894457168636997,-0.09648846476315844,False
STAT3,CST3,0.18068309110744768,-1.0,-0.18068309110744768,-0.2350482013841067,False
CEBPA,CST3,0.0017986485855358864,-1.0,-0.0017986485855358864,-0.0675029672871092,False
JUN,CST3,0.14609192987516692,1.0,0.14609192987516692,0.0032780966926770814,False
FOS,CST3,0.14680776565725764,1.0,0.14680776565725764,0.07889221855428472,False
KLF4,CST3,0.13848344998507345,1.0,0.13848344998507345,0.06121252934325373,False
KLF5,CST3,0.0010060854974679968,-1.0,-0.0010060854974679968,-0.029245494656015794,False
RUNX1,CST3,0.019792144882280902,1.0,0.019792144882280902,0.005280854750177108,False
RUNX2,CST3,0.0002759161270264447,-1.0,-0.0002759161270264447,-0.04860961828039921,False
FOXO1,CST3,0.03393945268142956,-1.0,-0.03393945268142956,-0.17297676044392923,False
FOXO3,CST3,0.25115318863152875,-1.0,-0.25115318863152875,-0.2903294292056361,False
HIF1A,CST3,0.016498682911197132,-1.0,-0.016498682911197132,-0.026902298080536007,False
TEAD1,CST3,0.008911402217506184,-1.0,-0.008911402217506184,-0.055522468989039016,False
YAP1,CST3,0.00840503427444711,-1.0,-0.00840503427444711,-0.06759823855706903,False
WWTR1,CST3,0.016819628593128882,-1.0,-0.016819628593128882,-0.10197274815234335,False
PPARG,CTHRC1,0.005588202449124884,-1.0,-0.005588202449124884,-0.031010399572659834,False
SMAD3,CTHRC1,0.04438840786751342,1.0,0.04438840786751342,0.028938612063256885,False
STAT3,CTHRC1,0.05597851512123552,1.0,0.05597851512123552,0.00208917196320274,False
CEBPA,CTHRC1,0.013531204124108086,-1.0,-0.013531204124108086,-0.023553611122665834,False
JUN,CTHRC1,0.16959423436492316,-1.0,-0.16959423436492316,-0.053754892319893256,False
FOS,CTHRC1,0.09548214187085563,1.0,0.09548214187085563,0.00030627883119850146,False
KLF4,CTHRC1,0.08991455834535485,1.0,0.08991455834535485,0.0633081477062914,False
KLF5,CTHRC1,0.03352105383001016,1.0,0.03352105383001016,0.015128705160110806,False
RUNX1,CTHRC1,0.20871014744722838,1.0,0.20871014744722838,0.11117636740036117,False
RUNX2,CTHRC1,0.009998649534508436,1.0,0.009998649534508436,0.02799078885735883,False
FOXO1,CTHRC1,0.034342871942755614,-1.0,-0.034342871942755614,-0.024373111555028703,False
FOXO3,CTHRC1,0.14690535149706346,-1.0,-0.14690535149706346,-0.08551274966433006,False
HIF1A,CTHRC1,0.026678643158629202,1.0,0.026678643158629202,0.045452600682021435,False
TEAD1,CTHRC1,0.017496624595339603,1.0,0.017496624595339603,0.0013672453026250676,False
YAP1,CTHRC1,0.012986733498942445,1.0,0.012986733498942445,0.012095964613663265,False
WWTR1,CTHRC1,0.03488266035240727,1.0,0.03488266035240727,0.023937167444383362,False
PPARG,CXCL12,0.03249942653045605,1.0,0.03249942653045605,0.05471585507498402,True
SMAD3,CXCL12,0.06707691261821018,-1.0,-0.06707691261821018,-0.06600815752010665,True
STAT3,CXCL12,0.06943040094217012,1.0,0.06943040094217012,0.03337644839193835,True
CEBPA,CXCL12,0.11812492088988955,1.0,0.11812492088988955,0.08318549916428325,True
JUN,CXCL12,0.06686193311861904,1.0,0.06686193311861904,0.03860206434795636,True
FOS,CXCL12,0.10473748126661388,1.0,0.10473748126661388,0.01187447359476618,True
KLF4,CXCL12,0.22660353910566683,-1.0,-0.22660353910566683,-0.12021615188997274,True
KLF5,CXCL12,0.007008130267287503,-1.0,-0.007008130267287503,-0.008843624087144187,True
RUNX1,CXCL12,0.008712207879530717,-1.0,-0.008712207879530717,-0.019214035807945087,True
RUNX2,CXCL12,0.06664440572034927,1.0,0.06664440572034927,0.0642458998869878,True
FOXO1,CXCL12,0.0741599187130644,-1.0,-0.0741599187130644,-0.07976703289129632,True
FOXO3,CXCL12,0.08756347334608351,1.0,0.08756347334608351,0.03149738427779975,True
HIF1A,CXCL12,0.024043959584146332,1.0,0.024043959584146332,0.006624577941168804,True
TEAD1,CXCL12,0.011805001212407034,-1.0,-0.011805001212407034,-0.02776174261881293,True
YAP1,CXCL12,0.012290056452740008,1.0,0.012290056452740008,0.00423934835641455,True
WWTR1,CXCL12,0.022438232352765604,1.0,0.022438232352765604,0.01475522421335386,True
PPARG,CXCL14,0.009660721720011691,1.0,0.009660721720011691,0.047063641967148136,True
SMAD3,CXCL14,0.11333208928583613,-1.0,-0.11333208928583613,-0.12538739465957957,True
STAT3,CXCL14,0.017607337527187773,-1.0,-0.017607337527187773,-0.052329906735517094,True
CEBPA,CXCL14,0.08905877306067962,1.0,0.08905877306067962,0.10700950919773212,True
JUN,CXCL14,0.22857368526463723,1.0,0.22857368526463723,0.0759250164496139,True
FOS,CXCL14,0.28155021389044566,1.0,0.28155021389044566,0.1084124498092161,True
KLF4,CXCL14,0.11525724884539713,-1.0,-0.11525724884539713,-0.0675885796193692,True
KLF5,CXCL14,0.009581554308834082,1.0,0.009581554308834082,0.022263340958753278,True
RUNX1,CXCL14,0.007028302614263516,-1.0,-0.007028302614263516,-0.0010134192210295516,True
RUNX2,CXCL14,0.03455385603719137,1.0,0.03455385603719137,0.07582006548642943,True
FOXO1,CXCL14,0.03163912135545273,-1.0,-0.03163912135545273,-0.08433433720540948,True
FOXO3,CXCL14,0.03422452115319147,1.0,0.03422452115319147,0.016054357031841084,True
HIF1A,CXCL14,0.00516482583622134,-1.0,-0.00516482583622134,-0.000603628210819227,True
TEAD1,CXCL14,0.007669180801664621,-1.0,-0.007669180801664621,-0.04339189578552737,True
YAP1,CXCL14,0.002795911560809283,-1.0,-0.002795911560809283,-0.018704543220802713,True
WWTR1,CXCL14,0.012302656738176241,-1.0,-0.012302656738176241,-0.007846098966093732,True
PPARG,CXCL2,0.0009245402266527383,1.0,0.0009245402266527383,0.007747963390899717,False
SMAD3,CXCL2,0.03897947682544137,-1.0,-0.03897947682544137,-0.024506854790153448,False
STAT3,CXCL2,0.028707683052790617,1.0,0.028707683052790617,0.02973705511785206,False
CEBPA,CXCL2,0.0008166278452371539,1.0,0.0008166278452371539,0.00816733889865681,False
JUN,CXCL2,0.05287381744385236,1.0,0.05287381744385236,0.08049965702017356,False
FOS,CXCL2,0.16889698623075644,1.0,0.16889698623075644,0.1798984652769772,False
KLF4,CXCL2,0.23387475738488678,1.0,0.23387475738488678,0.20765915498129606,False
KLF5,CXCL2,0.008035015299813254,1.0,0.008035015299813254,0.0627303723111936,False
RUNX1,CXCL2,0.2833358581271647,1.0,0.2833358581271647,0.20631953779934364,False
RUNX2,CXCL2,0.00015756843378663532,1.0,0.00015756843378663532,0.006492939532521204,False
FOXO1,CXCL2,0.02589351351416925,-1.0,-0.02589351351416925,-0.04326469254222474,False
FOXO3,CXCL2,0.09845935001585698,-1.0,-0.09845935001585698,-0.10224614503179691,False
HIF1A,CXCL2,0.02315306560389522,1.0,0.02315306560389522,0.0792896208728476,False
TEAD1,CXCL2,0.02052417205112617,-1.0,-0.02052417205112617,-0.03173178629966188,False
YAP1,CXCL2,0.005275053348813524,1.0,0.005275053348813524,0.008914056686772765,False
WWTR1,CXCL2,0.010092514595756852,1.0,0.010092514595756852,0.025291956961051406,False
PPARG,DCN,4.783534452556019e-05,-1.0,-4.783534452556019e-05,-0.08721356956047652,False
SMAD3,DCN,0.04869525377015661,-1.0,-0.04869525377015661,-0.19091693012188557,False
STAT3,DCN,0.25224037291017287,-1.0,-0.25224037291017287,-0.32815704831328263,False
CEBPA,DCN,1.754597257713735e-05,-1.0,-1.754597257713735e-05,-0.028215794673840895,False
JUN,DCN,0.13313573735571965,1.0,0.13313573735571965,0.10063193336800644,False
FOS,DCN,0.2511313825128733,1.0,0.2511313825128733,0.19257733433968255,False
KLF4,DCN,0.014053020860708634,-1.0,-0.014053020860708634,-0.02077606908224413,False
KLF5,DCN,0.0005664933140605823,-1.0,-0.0005664933140605823,-0.032693271431494926,False
RUNX1,DCN,0.006536729251003768,-1.0,-0.006536729251003768,-0.06490015553539576,False
RUNX2,DCN,2.087131441628096e-05,-1.0,-2.087131441628096e-05,-0.023834907235364158,False
FOXO1,DCN,0.05805096321022177,-1.0,-0.05805096321022177,-0.2216852685062037,False
FOXO3,DCN,0.1914021690205699,-1.0,-0.1914021690205699,-0.29054846318884453,False
HIF1A,DCN,0.004571260695374497,-1.0,-0.004571260695374497,-0.10061219789469494,False
TEAD1,DCN,0.00608448329178607,-1.0,-0.00608448329178607,-0.10538038174262279,False
YAP1,DCN,0.009771461983752804,-1.0,-0.009771461983752804,-0.13066112236409422,False
WWTR1,DCN,0.023674419192080572,-1.0,-0.023674419192080572,-0.17757257945299212,False
PPARG,DPT,0.000610647235335033,-1.0,-0.000610647235335033,-0.019277449812238084,False
SMAD3,DPT,0.057699623031354695,-1.0,-0.057699623031354695,-0.07964200547946809,False
STAT3,DPT,0.18104549802421765,-1.0,-0.18104549802421765,-0.09898392778559553,False
CEBPA,DPT,0.0005934371058204521,1.0,0.0005934371058204521,0.020155182560653434,False
JUN,DPT,0.10573359274016339,1.0,0.10573359274016339,0.08499518246888539,False
FOS,DPT,0.13346876026351223,1.0,0.13346876026351223,0.07986966088178053,False
KLF4,DPT,0.043110730409183395,-1.0,-0.043110730409183395,-0.029213673829617638,False
KLF5,DPT,0.09637815476783507,-1.0,-0.09637815476783507,-0.047657162384233995,False
RUNX1,DPT,0.02233470450748523,1.0,0.02233470450748523,0.015887668032964677,False
RUNX2,DPT,0.002168701742275274,1.0,0.002168701742275274,0.007207822704013665,False
FOXO1,DPT,0.1112006738080638,-1.0,-0.1112006738080638,-0.10852887139339608,False
FOXO3,DPT,0.16967565030045173,-1.0,-0.16967565030045173,-0.11049899924856636,False
HIF1A,DPT,0.023134054395636084,-1.0,-0.023134054395636084,-0.023258035031409684,False
TEAD1,DPT,0.023703611720682298,-1.0,-0.023703611720682298,-0.018571679283664058,False
YAP1,DPT,0.012942731418672568,-1.0,-0.012942731418672568,-0.02695159299376179,False
WWTR1,DPT,0.0161994285293111,-1.0,-0.0161994285293111,-0.018868722971426593,False
PPARG,EIF1,2.337039434187042e-05,-1.0,-2.337039434187042e-05,-0.04611009380801981,False
SMAD3,EIF1,0.04245681179474263,-1.0,-0.04245681179474263,-0.19166000529187505,False
STAT3,EIF1,0.04168175397414585,-1.0,-0.04168175397414585,-0.10019550655471243,False
CEBPA,EIF1,0.00043573815599564833,-1.0,-0.00043573815599564833,-0.02833171553604576,False
JUN,EIF1,0.1458035798047215,1.0,0.1458035798047215,0.049838810748242104,False
FOS,EIF1,0.3168093371629244,1.0,0.3168093371629244,0.15736322353751,False
KLF4,EIF1,0.2320040335620537,1.0,0.2320040335620537,0.11288005755199977,False
KLF5,EIF1,0.0009172407390843565,1.0,0.0009172407390843565,0.024850733525466333,False
RUNX1,EIF1,0.040234087446200134,1.0,0.040234087446200134,0.010633215753812533,False
RUNX2,EIF1,0.0003286916492340402,-1.0,-0.0003286916492340402,-0.06258892914308592,False
FOXO1,EIF1,0.015713983704535042,-1.0,-0.015713983704535042,-0.12824716080228873,False
FOXO3,EIF1,0.10185147967898063,-1.0,-0.10185147967898063,-0.07988026184224527,False
HIF1A,EIF1,0.005563590294540522,-1.0,-0.005563590294540522,-0.05823768274742988,False
TEAD1,EIF1,0.034986218664970606,-1.0,-0.034986218664970606,-0.1624648642479619,False
YAP1,EIF1,0.013529759204610919,-1.0,-0.013529759204610919,-0.12953280781882684,False
WWTR1,EIF1,0.00766032376891819,-1.0,-0.00766032376891819,-0.1266026962311396,False
PPARG,ELN,0.006266149130899667,1.0,0.006266149130899667,0.009813215088620946,False
SMAD3,ELN,0.12093604464450258,1.0,0.12093604464450258,0.1021490069953689,False
STAT3,ELN,0.12933159580546327,1.0,0.12933159580546327,0.03636280739516648,False
CEBPA,ELN,0.002548948899670283,1.0,0.002548948899670283,0.0018689814174088222,False
JUN,ELN,0.08441887527119264,-1.0,-0.08441887527119264,-0.05122207729880417,False
FOS,ELN,0.09777785996217216,-1.0,-0.09777785996217216,-0.0443880870464756,False
KLF4,ELN,0.1370572262755883,1.0,0.1370572262755883,0.071143262250374,False
KLF5,ELN,0.0067422978440425515,-1.0,-0.0067422978440425515,-0.00637109187538501,False
RUNX1,ELN,0.13713261430707827,1.0,0.13713261430707827,0.09217391332037357,False
RUNX2,ELN,0.001280375288940799,1.0,0.001280375288940799,0.019202670999821793,False
FOXO1,ELN,0.03991253969840292,1.0,0.03991253969840292,0.055308903073615655,False
FOXO3,ELN,0.08146505423716573,-1.0,-0.08146505423716573,-0.012513025188906736,False
HIF1A,ELN,0.03298272095656875,1.0,0.03298272095656875,0.04552815574053094,False
TEAD1,ELN,0.04677214533954485,1.0,0.04677214533954485,0.06622713378023773,False
YAP1,ELN,0.021197547984753984,1.0,0.021197547984753984,0.04963770296065785,False
WWTR1,ELN,0.05417800435401329,1.0,0.05417800435401329,0.06893001751394796,False
PPARG,EMP1,0.0026710429469300034,1.0,0.0026710429469300034,0.01055854684903604,False
SMAD3,EMP1,0.023344451845964856,1.0,0.023344451845964856,0.00868454618890001,False
STAT3,EMP1,0.10003304373131469,1.0,0.10003304373131469,0.029004988001283136,False
CEBPA,EMP1,0.001895895448280791,1.0,0.001895895448280791,0.014221234093664081,False
JUN,EMP1,0.07829363008818026,1.0,0.07829363008818026,0.009692221239973974,False
FOS,EMP1,0.1092481181634384,1.0,0.1092481181634384,0.019840484972019547,False
KLF4,EMP1,0.1686486587828308,1.0,0.1686486587828308,0.07184474326085019,False
KLF5,EMP1,0.014573888609488994,1.0,0.014573888609488994,0.028284105577285817,False
RUNX1,EMP1,0.1821353207572313,1.0,0.1821353207572313,0.09146801315293897,False
RUNX2,EMP1,0.005316275995845107,1.0,0.005316275995845107,0.032385689264461386,False
FOXO1,EMP1,0.0726390954656102,-1.0,-0.0726390954656102,-0.0460838781333571,False
FOXO3,EMP1,0.0759222372661766,-1.0,-0.0759222372661766,-0.03967127302167357,False
HIF1A,EMP1,0.03749722381115944,1.0,0.03749722381115944,0.030627849037179605,False
TEAD1,EMP1,0.01564387805038514,-1.0,-0.01564387805038514,-0.024321498841812887,False
YAP1,EMP1,0.0472701481780717,1.0,0.0472701481780717,0.028945908550338618,False
WWTR1,EMP1,0.06486709085909179,1.0,0.06486709085909179,0.04788547127603913,False
PPARG,FABP4,0.01043390946466776,1.0,0.01043390946466776,0.005838140668127101,True
SMAD3,FABP4,0.05305755554006605,-1.0,-0.05305755554006605,-0.02425228169275015,True
STAT3,FABP4,0.104362190090306,-1.0,-0.104362190090306,-0.012506353621866015,True
CEBPA,FABP4,0.00256636962470356,-1.0,-0.00256636962470356,-0.00212786097096235,True
JUN,FABP4,0.1284300773606209,1.0,0.1284300773606209,0.050772573456309915,True
FOS,FABP4,0.1210815394526856,1.0,0.1210815394526856,0.046801688856099394,True
KLF4,FABP4,0.07857831840385443,1.0,0.07857831840385443,0.036993984855664436,True
KLF5,FABP4,0.14329872805003582,1.0,0.14329872805003582,0.06412947062159213,True
RUNX1,FABP4,0.02972720118953436,1.0,0.02972720118953436,0.004219042884643132,True
RUNX2,FABP4,0.001852518390307007,1.0,0.001852518390307007,0.0034235707557354125,True
FOXO1,FABP4,0.07922863131569986,-1.0,-0.07922863131569986,-0.016528913128534068,True
FOXO3,FABP4,0.10510067447528784,-1.0,-0.10510067447528784,-0.032868622933627564,True
HIF1A,FABP4,0.04309992750867503,1.0,0.04309992750867503,0.004351901485256861,True
TEAD1,FABP4,0.022970883736340954,-1.0,-0.022970883736340954,-0.016692549354188155,True
YAP1,FABP4,0.0299821409819532,1.0,0.0299821409819532,0.004390418428140872,True
WWTR1,FABP4,0.04622933441526165,1.0,0.04622933441526165,0.006182051311318162,True
PPARG,FN1,0.009307192087311728,-1.0,-0.009307192087311728,-0.031937542003907256,True
SMAD3,FN1,0.12165970109716252,1.0,0.12165970109716252,0.05048033151247219,True
STAT3,FN1,0.15170576146461778,-1.0,-0.15170576146461778,-0.06315027312934414,True
CEBPA,FN1,0.012825816350849742,-1.0,-0.012825816350849742,-0.04628355509639926,True
JUN,FN1,0.05400755864145655,-1.0,-0.05400755864145655,-0.029116558824494005,True
FOS,FN1,0.061554312436861276,-1.0,-0.061554312436861276,-0.024538803175174605,True
KLF4,FN1,0.14530522089266262,1.0,0.14530522089266262,0.033968769573654446,True
KLF5,FN1,0.0062624199744584635,-1.0,-0.0062624199744584635,-0.02312957828901066,True
RUNX1,FN1,0.034556557216764025,1.0,0.034556557216764025,0.03690777221331595,True
RUNX2,FN1,0.0031274222634072256,-1.0,-0.0031274222634072256,-0.008499418278856169,True
FOXO1,FN1,0.06480664911452312,1.0,0.06480664911452312,0.01860439603547557,True
FOXO3,FN1,0.09653348555014887,-1.0,-0.09653348555014887,-0.07235337841848456,True
HIF1A,FN1,0.02135607800005005,1.0,0.02135607800005005,0.025422971338927146,True
TEAD1,FN1,0.15943870959296463,1.0,0.15943870959296463,0.07111492230804456,True
YAP1,FN1,0.0328183790913866,1.0,0.0328183790913866,0.04389377241001436,True
WWTR1,FN1,0.02473473622537484,1.0,0.02473473622537484,0.018753225323828455,True
PPARG,FOS,8.944427558593475e-05,-1.0,-8.944427558593475e-05,-0.006832355027176871,False
SMAD3,FOS,0.009621763449602179,-1.0,-0.009621763449602179,-0.06235167671792327,False
STAT3,FOS,0.02962148228172011,1.0,0.02962148228172011,0.05912784345610676,False
CEBPA,FOS,6.832329365194754e-05,1.0,6.832329365194754e-05,0.0432267359778145,False
JUN,FOS,0.7875940647489512,1.0,0.7875940647489512,0.61032919089346,False
KLF4,FOS,0.128851670051689,1.0,0.128851670051689,0.2721347923146758,False
KLF5,FOS,0.000688191636358301,1.0,0.000688191636358301,0.05908725123344174,False
RUNX1,FOS,0.0034288732978668603,-1.0,-0.0034288732978668603,-0.0227125854642312,False
RUNX2,FOS,0.000150186721851812,-1.0,-0.000150186721851812,-0.007040502993063864,False
FOXO1,FOS,0.005090726223379739,-1.0,-0.005090726223379739,-0.028776475083550482,False
FOXO3,FOS,0.021194391424936423,-1.0,-0.021194391424936423,-0.07162174974915708,False
HIF1A,FOS,0.002480676186027262,-1.0,-0.002480676186027262,-0.034881746165295976,False
TEAD1,FOS,0.003377186462031773,-1.0,-0.003377186462031773,-0.012862237220431155,False
YAP1,FOS,0.004503384457220466,-1.0,-0.004503384457220466,-0.017694567795202412,False
WWTR1,FOS,0.0032396354891270785,-1.0,-0.0032396354891270785,-0.031806226192205474,False
PPARG,FOSB,3.4431349056069865e-05,-1.0,-3.4431349056069865e-05,-0.007808224586023137,False
SMAD3,FOSB,0.00772940631175733,-1.0,-0.00772940631175733,-0.0668824296101529,False
STAT3,FOSB,0.009496705366831318,1.0,0.009496705366831318,0.014494216452748622,False
CEBPA,FOSB,2.5951541720261435e-05,1.0,2.5951541720261435e-05,0.03988302986823259,False
JUN,FOSB,0.1334758131129013,1.0,0.1334758131129013,0.4190949543546782,False
FOS,FOSB,0.6865005778280581,1.0,0.6865005778280581,0.551280664420428,False
KLF4,FOSB,0.09285105683185883,1.0,0.09285105683185883,0.31026523324119587,False
KLF5,FOSB,0.0029278282406615306,1.0,0.0029278282406615306,0.09495516141771103,False
RUNX1,FOSB,0.03263187544248274,1.0,0.03263187544248274,0.10815381016166614,False
RUNX2,FOSB,2.1000819814917858e-05,1.0,2.1000819814917858e-05,0.006725267380327981,False
FOXO1,FOSB,0.006148533143441449,-1.0,-0.006148533143441449,-0.04369349067738461,False
FOXO3,FOSB,0.02021148021409223,-1.0,-0.02021148021409223,-0.09089757179765849,False
HIF1A,FOSB,0.0028810906657977036,1.0,0.0028810906657977036,0.024975943223278462,False
TEAD1,FOSB,0.002716763047732427,-1.0,-0.002716763047732427,-0.020898003450467457,False
YAP1,FOSB,0.0010665898483563708,-1.0,-0.0010665898483563708,-0.014438735814993511,False
WWTR1,FOSB,0.001280896235437446,-1.0,-0.001280896235437446,-0.0030088989737959734,False
PPARG,FOXO1,0.013274315460527222,1.0,0.013274315460527222,0.07697858960193374,False
SMAD3,FOXO1,0.09260502567278976,1.0,0.09260502567278976,0.1360315379197048,False
STAT3,FOXO1,0.07850634205796111,1.0,0.07850634205796111,0.11185729683709673,False
CEBPA,FOXO1,0.0006221340820004289,1.0,0.0006221340820004289,0.01812369920859009,False
JUN,FOXO1,0.05556878650297643,-1.0,-0.05556878650297643,-0.014749726789829323,False
FOS,FOXO1,0.0377966063337918,-1.0,-0.0377966063337918,-0.028776475083550485,False
KLF4,FOXO1,0.03029966638202997,1.0,0.03029966638202997,0.022838904227108877,False
KLF5,FOXO1,0.004664452091808496,-1.0,-0.004664452091808496,-0.006890007027834381,False
RUNX1,FOXO1,0.008930744401604622,-1.0,-0.008930744401604622,-0.0063314596256146246,False
RUNX2,FOXO1,0.0006044398425625155,1.0,0.0006044398425625155,0.017992804797612002,False
FOXO3,FOXO1,0.48917072153321933,1.0,0.48917072153321933,0.2595865210775331,False
HIF1A,FOXO1,0.015467766372506565,1.0,0.015467766372506565,0.0473357221535425,False
TEAD1,FOXO1,0.11920909699401229,1.0,0.11920909699401229,0.15225819794689271,False
YAP1,FOXO1,0.021132502626957532,1.0,0.021132502626957532,0.09211512154496632,False
WWTR1,FOXO1,0.03214739964525202,1.0,0.03214739964525202,0.10607421073663707,False
PPARG,FOXO3,0.009765876303992135,1.0,0.009765876303992135,0.07145395234512406,False
SMAD3,FOXO3,0.031534183163378526,1.0,0.031534183163378526,0.0871813385587103,False
STAT3,FOXO3,0.17381030461716865,1.0,0.17381030461716865,0.13967826617485882,False
CEBPA,FOXO3,0.00034503335515435906,1.0,0.00034503335515435906,0.014761806846099667,False
JUN,FOXO3,0.06807607198787374,-1.0,-0.06807607198787374,-0.0342426192034268,False
FOS,FOXO3,0.053566581774814534,-1.0,-0.053566581774814534,-0.07162174974915708,False
KLF4,FOXO3,0.031402041425854,-1.0,-0.031402041425854,-0.022174729252988617,False
KLF5,FOXO3,0.0031459938786088716,1.0,0.0031459938786088716,0.0045046764631359384,False
RUNX1,FOXO3,0.011611233686811486,-1.0,-0.011611233686811486,-0.03597412128450456,False
RUNX2,FOXO3,0.0008821326508634187,1.0,0.0008821326508634187,0.03995445390780382,False
FOXO1,FOXO3,0.5133875148630901,1.0,0.5133875148630901,0.2595865210775331,False
HIF1A,FOXO3,0.012186592589933156,1.0,0.012186592589933156,0.025930613386046634,False
TEAD1,FOXO3,0.039577827257152136,1.0,0.039577827257152136,0.09342256251873862,False
YAP1,FOXO3,0.015991087707434733,1.0,0.015991087707434733,0.07283931593494664,False
WWTR1,FOXO3,0.03471752473787029,1.0,0.03471752473787029,0.08824164388149353,False
PPARG,GADD45B,0.00018661151741511975,1.0,0.00018661151741511975,0.018107060734725466,False
SMAD3,GADD45B,0.011878153897486489,1.0,0.011878153897486489,0.03463162633604014,False
STAT3,GADD45B,0.11479464917786517,1.0,0.11479464917786517,0.16731062822353931,False
CEBPA,GADD45B,0.00014851612522469749,1.0,0.00014851612522469749,0.01460319770974906,False
JUN,GADD45B,0.0796165511457618,1.0,0.0796165511457618,0.22821574807677064,False
FOS,GADD45B,0.36745338151646856,1.0,0.36745338151646856,0.2852911984233066,False
KLF4,GADD45B,0.2716000742390981,1.0,0.2716000742390981,0.2672832530119732,False
KLF5,GADD45B,0.0019443597746058318,1.0,0.0019443597746058318,0.06183602286184248,False
RUNX1,GADD45B,0.07270616931082932,1.0,0.07270616931082932,0.12909076835290192,False
RUNX2,GADD45B,0.00042057437707327175,-1.0,-0.00042057437707327175,-0.009288426907963271,False
FOXO1,GADD45B,0.011863515125235691,1.0,0.011863515125235691,0.006430389647936301,False
FOXO3,GADD45B,0.03755276676657057,-1.0,-0.03755276676657057,-0.0026458989212716577,False
HIF1A,GADD45B,0.007713763619026774,1.0,0.007713763619026774,0.04425451913109094,False
TEAD1,GADD45B,0.010263108427431732,-1.0,-0.010263108427431732,-0.045182525074818757,False
YAP1,GADD45B,0.003853748946320037,-1.0,-0.003853748946320037,-0.01105825308743293,False
