regulator,target,feature_importance,spearman_sign,signed_grn_weight,spearman_rho,target_is_module_gene
WWTR1,GADD45B,0.008004056033586858,1.0,0.008004056033586858,0.028056636366282334,False
PPARG,GEM,0.003789903004905035,1.0,0.003789903004905035,0.02935072916914906,False
SMAD3,GEM,0.03969822621457474,1.0,0.03969822621457474,0.014620519967250008,False
STAT3,GEM,0.09407948156972579,1.0,0.09407948156972579,0.06524540159500654,False
CEBPA,GEM,0.004679277121353735,1.0,0.004679277121353735,0.031198705591332032,False
JUN,GEM,0.08196357155447766,1.0,0.08196357155447766,0.057022575098697695,False
FOS,GEM,0.15046957912094253,1.0,0.15046957912094253,0.09975141068914763,False
KLF4,GEM,0.16019953170568627,1.0,0.16019953170568627,0.12564294616478083,False
KLF5,GEM,0.02506905494143478,1.0,0.02506905494143478,0.06665572492676598,False
RUNX1,GEM,0.23287898236716567,1.0,0.23287898236716567,0.1460399615508644,False
RUNX2,GEM,0.0032336327988409944,1.0,0.0032336327988409944,0.009155693774752597,False
FOXO1,GEM,0.03299004503701047,-1.0,-0.03299004503701047,-0.0015621262586026745,False
FOXO3,GEM,0.060847624443338834,-1.0,-0.060847624443338834,-0.03465603952017634,False
HIF1A,GEM,0.051120484427288344,1.0,0.051120484427288344,0.0813186731478531,False
TEAD1,GEM,0.017157820574022868,-1.0,-0.017157820574022868,-0.010140555320237502,False
YAP1,GEM,0.019260879350818622,1.0,0.019260879350818622,0.02936907605377646,False
WWTR1,GEM,0.022561905768413677,1.0,0.022561905768413677,0.048167280307153164,False
PPARG,GPRC5A,0.0015429021853463941,-1.0,-0.0015429021853463941,-0.02299054316939458,False
SMAD3,GPRC5A,0.034404558250468904,1.0,0.034404558250468904,0.06545055597116772,False
STAT3,GPRC5A,0.04231997039107265,1.0,0.04231997039107265,0.06562950536860329,False
CEBPA,GPRC5A,0.0011362620277106303,-1.0,-0.0011362620277106303,-0.01596172364380061,False
JUN,GPRC5A,0.050167709514617104,1.0,0.050167709514617104,0.06978079816558858,False
FOS,GPRC5A,0.17038359698470612,1.0,0.17038359698470612,0.13646401957088775,False
KLF4,GPRC5A,0.3473245840349064,1.0,0.3473245840349064,0.21975129444326078,False
KLF5,GPRC5A,0.004642287140371796,1.0,0.004642287140371796,0.041163710157397365,False
RUNX1,GPRC5A,0.20207369905964814,1.0,0.20207369905964814,0.17541869190925657,False
RUNX2,GPRC5A,0.0002711466478933748,-1.0,-0.0002711466478933748,-0.018573602831269714,False
FOXO1,GPRC5A,0.013146826516730208,1.0,0.013146826516730208,0.00479166458579199,False
FOXO3,GPRC5A,0.07228562129816996,-1.0,-0.07228562129816996,-0.07934732007977167,False
HIF1A,GPRC5A,0.019116479553111233,1.0,0.019116479553111233,0.0635828893037579,False
TEAD1,GPRC5A,0.00689508084611604,1.0,0.00689508084611604,0.018465259344273285,False
YAP1,GPRC5A,0.013267084917693532,1.0,0.013267084917693532,0.000770935457231769,False
WWTR1,GPRC5A,0.021022190631437575,1.0,0.021022190631437575,0.05311563076976486,False
PPARG,GSN,3.7795398550807015e-05,-1.0,-3.7795398550807015e-05,-0.07511013162458376,False
SMAD3,GSN,0.0364862435672371,-1.0,-0.0364862435672371,-0.1582036630444851,False
STAT3,GSN,0.1934449910872781,-1.0,-0.1934449910872781,-0.2680865311783205,False
CEBPA,GSN,8.146384681505134e-05,-1.0,-8.146384681505134e-05,-0.01135959871310537,False
JUN,GSN,0.17307528263879488,1.0,0.17307528263879488,0.16534539573240345,False
FOS,GSN,0.35192459669946086,1.0,0.35192459669946086,0.2250564153826688,False
KLF4,GSN,0.012770105566673809,1.0,0.012770105566673809,0.031536091438185414,False
KLF5,GSN,0.0012248043229283168,-1.0,-0.0012248043229283168,-0.01484332570799314,False
RUNX1,GSN,0.012489193095350942,-1.0,-0.012489193095350942,-0.07654728791629903,False
RUNX2,GSN,9.961519466202122e-05,-1.0,-9.961519466202122e-05,-0.024183690360245015,False
FOXO1,GSN,0.0526114009010627,-1.0,-0.0526114009010627,-0.19535270989252154,False
FOXO3,GSN,0.11452441190607651,-1.0,-0.11452441190607651,-0.2424093594967848,False
HIF1A,GSN,0.013002657647449534,-1.0,-0.013002657647449534,-0.10399434832375898,False
TEAD1,GSN,0.006944047194370717,-1.0,-0.006944047194370717,-0.09276004349117717,False
YAP1,GSN,0.006578226986626719,-1.0,-0.006578226986626719,-0.10500664928103501,False
WWTR1,GSN,0.02470516394666196,-1.0,-0.02470516394666196,-0.15193431989111456,False
PPARG,HAS1,0.002025000887913707,-1.0,-0.002025000887913707,-0.04140687546577284,False
SMAD3,HAS1,0.01088032318810984,1.0,0.01088032318810984,0.028293904333573493,False
STAT3,HAS1,0.04678798319120985,1.0,0.04678798319120985,0.08123527236495431,False
CEBPA,HAS1,0.0010675215362173172,-1.0,-0.0010675215362173172,-0.03402241785059359,False
JUN,HAS1,0.1377988065257363,-1.0,-0.1377988065257363,-0.03728014036701415,False
FOS,HAS1,0.09899490441100352,1.0,0.09899490441100352,0.0597017135354877,False
KLF4,HAS1,0.31635738257688056,1.0,0.31635738257688056,0.22459075120550478,False
KLF5,HAS1,0.001825028260071344,1.0,0.001825028260071344,0.01418949893235623,False
RUNX1,HAS1,0.20489911384322665,1.0,0.20489911384322665,0.18819148566223584,False
RUNX2,HAS1,0.00010207739774786849,-1.0,-0.00010207739774786849,-0.013452151726573214,False
FOXO1,HAS1,0.02122036311383275,-1.0,-0.02122036311383275,-0.05232522332543073,False
FOXO3,HAS1,0.11327336971420154,-1.0,-0.11327336971420154,-0.11807319287097509,False
HIF1A,HAS1,0.018994580037776956,1.0,0.018994580037776956,0.06401995941006595,False
TEAD1,HAS1,0.010644833449818628,-1.0,-0.010644833449818628,-0.0462720454876278,False
YAP1,HAS1,0.006608057025731965,-1.0,-0.006608057025731965,-0.021278721695957847,False
WWTR1,HAS1,0.008520654840521174,1.0,0.008520654840521174,0.010053367430425354,False
PPARG,HIF1A,0.01639770254399993,1.0,0.01639770254399993,0.04671203757230457,False
SMAD3,HIF1A,0.08786974247137777,1.0,0.08786974247137777,0.07673546386098416,False
STAT3,HIF1A,0.08552536696153393,1.0,0.08552536696153393,0.05761692657422381,False
CEBPA,HIF1A,0.007407159201316327,1.0,0.007407159201316327,0.01531682749233686,False
JUN,HIF1A,0.09122315464521596,-1.0,-0.09122315464521596,-0.06659266791093499,False
FOS,HIF1A,0.058078734352459846,-1.0,-0.058078734352459846,-0.03488174616529598,False
KLF4,HIF1A,0.049241923306111345,1.0,0.049241923306111345,0.016129738431021813,False
KLF5,HIF1A,0.013510211402820197,1.0,0.013510211402820197,0.036155206585362205,False
RUNX1,HIF1A,0.28092944481902915,1.0,0.28092944481902915,0.1363958708312628,False
RUNX2,HIF1A,0.001053465843242598,1.0,0.001053465843242598,0.00818592022408295,False
FOXO1,HIF1A,0.050032266897615425,1.0,0.050032266897615425,0.0473357221535425,False
FOXO3,HIF1A,0.07730792416319432,1.0,0.07730792416319432,0.025930613386046637,False
TEAD1,HIF1A,0.056537840726511544,1.0,0.056537840726511544,0.062367829855558034,False
YAP1,HIF1A,0.07795542455302051,1.0,0.07795542455302051,0.07754147480276463,False
WWTR1,HIF1A,0.046929638112551054,1.0,0.046929638112551054,0.06975097439504528,False
PPARG,HSPG2,0.002973930791203679,1.0,0.002973930791203679,0.015265880507364245,False
SMAD3,HSPG2,0.0926199553399861,1.0,0.0926199553399861,0.06723273813565075,False
STAT3,HSPG2,0.15267417589792434,-1.0,-0.15267417589792434,-0.0025497605573628315,False
CEBPA,HSPG2,0.00048288295018291105,1.0,0.00048288295018291105,0.01737415494712121,False
JUN,HSPG2,0.06565593926150701,-1.0,-0.06565593926150701,-0.0017518767725604116,False
FOS,HSPG2,0.08939557436021255,-1.0,-0.08939557436021255,-0.04427682461349312,False
KLF4,HSPG2,0.0407449558799472,-1.0,-0.0407449558799472,-0.02386343638752465,False
KLF5,HSPG2,0.05228722621107515,-1.0,-0.05228722621107515,-0.05172852782797353,False
RUNX1,HSPG2,0.024280751158240618,-1.0,-0.024280751158240618,-0.00948201992454349,False
RUNX2,HSPG2,0.0034458855545327137,1.0,0.0034458855545327137,0.04095851513607147,False
FOXO1,HSPG2,0.11341953986560906,1.0,0.11341953986560906,0.05498450503514875,False
FOXO3,HSPG2,0.11309475512801159,1.0,0.11309475512801159,0.0010931760263081314,False
HIF1A,HSPG2,0.013662356127738176,1.0,0.013662356127738176,0.01641854571812617,False
TEAD1,HSPG2,0.16557504976434945,1.0,0.16557504976434945,0.09383974384498005,False
YAP1,HSPG2,0.03212578669724632,1.0,0.03212578669724632,0.04957462782477225,False
WWTR1,HSPG2,0.037561235012233136,1.0,0.037561235012233136,0.036918345579650284,False
PPARG,ICAM1,0.0007962663412177234,1.0,0.0007962663412177234,0.011104514628821768,True
SMAD3,ICAM1,0.030710928936472592,-1.0,-0.030710928936472592,-0.009855221580590766,True
STAT3,ICAM1,0.05804959702500113,1.0,0.05804959702500113,0.06266545170523075,True
CEBPA,ICAM1,0.000368925338517957,1.0,0.000368925338517957,0.009070662522178296,True
JUN,ICAM1,0.0891006179579672,-1.0,-0.0891006179579672,-0.025002644337529707,True
FOS,ICAM1,0.061179768037371546,1.0,0.061179768037371546,0.059630620133692094,True
KLF4,ICAM1,0.08651113653629236,1.0,0.08651113653629236,0.10788586920235638,True
KLF5,ICAM1,0.0328058173378534,1.0,0.0328058173378534,0.08841224135471859,True
RUNX1,ICAM1,0.4278423120646783,1.0,0.4278423120646783,0.23251794723901661,True
RUNX2,ICAM1,0.0004901465841891959,1.0,0.0004901465841891959,0.02389222025417006,True
FOXO1,ICAM1,0.027964176122382604,-1.0,-0.027964176122382604,-0.03293656255696451,True
FOXO3,ICAM1,0.05948333081345251,-1.0,-0.05948333081345251,-0.060952004546401525,True
HIF1A,ICAM1,0.07149948154737953,1.0,0.07149948154737953,0.1120801541722237,True
TEAD1,ICAM1,0.033549575543229446,-1.0,-0.033549575543229446,-0.037206013589319825,True
YAP1,ICAM1,0.008292152099394205,1.0,0.008292152099394205,0.011901280058012095,True
WWTR1,ICAM1,0.011355767714600248,1.0,0.011355767714600248,0.032287308166225,True
PPARG,IER3,0.001187453151972047,-1.0,-0.001187453151972047,-0.0026611225963356824,False
SMAD3,IER3,0.02290560555555356,1.0,0.02290560555555356,0.0364996522287776,False
STAT3,IER3,0.038074381041732205,1.0,0.038074381041732205,0.06954368002796699,False
CEBPA,IER3,0.0009512358237179778,1.0,0.0009512358237179778,0.010547427949653815,False
JUN,IER3,0.0704588900263363,1.0,0.0704588900263363,0.1723811960515533,False
FOS,IER3,0.36404294394196096,1.0,0.36404294394196096,0.2511854517807725,False
KLF4,IER3,0.1587805919657254,1.0,0.1587805919657254,0.19675353699290923,False
KLF5,IER3,0.009850477704121539,1.0,0.009850477704121539,0.06427103005590173,False
RUNX1,IER3,0.18512092201827401,1.0,0.18512092201827401,0.17902830284568058,False
RUNX2,IER3,0.00038410057845317274,-1.0,-0.00038410057845317274,-0.0006976886772793364,False
FOXO1,IER3,0.023893651180449848,-1.0,-0.023893651180449848,-0.01978133025159496,False
FOXO3,IER3,0.07638878202185609,-1.0,-0.07638878202185609,-0.09106210507569253,False
HIF1A,IER3,0.02143774521351714,1.0,0.02143774521351714,0.0800814917353802,False
TEAD1,IER3,0.006008649178471402,-1.0,-0.006008649178471402,-0.002668224692787894,False
YAP1,IER3,0.008141556325971445,1.0,0.008141556325971445,0.014146357292225365,False
WWTR1,IER3,0.012373014271886987,1.0,0.012373014271886987,0.04742525093662405,False
PPARG,IGF2,0.00013519702568146367,-1.0,-0.00013519702568146367,-0.009842633325920008,False
SMAD3,IGF2,0.05098687582504322,-1.0,-0.05098687582504322,-0.07047513139586035,False
STAT3,IGF2,0.1728576342129566,-1.0,-0.1728576342129566,-0.11215228097701038,False
CEBPA,IGF2,0.0014680936453357269,1.0,0.0014680936453357269,0.032036700414533825,False
JUN,IGF2,0.15594633104520686,1.0,0.15594633104520686,0.07472106807856996,False
FOS,IGF2,0.22888150674082167,1.0,0.22888150674082167,0.1621985037602579,False
KLF4,IGF2,0.04607693509049416,1.0,0.04607693509049416,0.05549368472820342,False
KLF5,IGF2,0.0017032437865288736,1.0,0.0017032437865288736,0.03822904326506377,False
RUNX1,IGF2,0.08161339920592234,1.0,0.08161339920592234,0.08678936281529441,False
RUNX2,IGF2,0.002552069956941853,1.0,0.002552069956941853,0.0206084993828674,False
FOXO1,IGF2,0.0447229041373205,-1.0,-0.0447229041373205,-0.0734655788566011,False
FOXO3,IGF2,0.16357872019683106,-1.0,-0.16357872019683106,-0.11333769105655417,False
HIF1A,IGF2,0.014962632985513848,1.0,0.014962632985513848,0.044053561985192856,False
TEAD1,IGF2,0.012921676670112703,-1.0,-0.012921676670112703,-0.004965639939882243,False
YAP1,IGF2,0.00847632855725766,-1.0,-0.00847632855725766,-0.007477686656798575,False
WWTR1,IGF2,0.013116450918031474,-1.0,-0.013116450918031474,-0.02215417391564864,False
PPARG,IL6,0.0012165184980232001,1.0,0.0012165184980232001,0.007527053581369979,True
SMAD3,IL6,0.017066493521140553,-1.0,-0.017066493521140553,-0.018905185645481323,True
STAT3,IL6,0.041976377157883646,1.0,0.041976377157883646,0.005676057190332143,True
CEBPA,IL6,0.00027432232188831697,1.0,0.00027432232188831697,0.009211457053852557,True
JUN,IL6,0.2345387745881555,-1.0,-0.2345387745881555,-0.08561095357321623,True
FOS,IL6,0.06658195241454988,1.0,0.06658195241454988,0.0740085057994553,True
KLF4,IL6,0.08306362995296561,1.0,0.08306362995296561,0.1273248924874013,True
KLF5,IL6,0.011671888751646039,1.0,0.011671888751646039,0.06902468540037728,True
RUNX1,IL6,0.3167531454806987,1.0,0.3167531454806987,0.2340892178379413,True
RUNX2,IL6,0.00023671875760401123,1.0,0.00023671875760401123,0.01799173478902845,True
FOXO1,IL6,0.061071169266757666,-1.0,-0.061071169266757666,-0.06746216167947976,True
FOXO3,IL6,0.09406943670310354,-1.0,-0.09406943670310354,-0.10400090980695034,True
HIF1A,IL6,0.033641185913317065,1.0,0.033641185913317065,0.09958703724168756,True
TEAD1,IL6,0.012965843827793498,-1.0,-0.012965843827793498,-0.02504855313843141,True
YAP1,IL6,0.004981569112288565,-1.0,-0.004981569112288565,-0.010063147097949662,True
WWTR1,IL6,0.01989097373218418,1.0,0.01989097373218418,0.011145904380555837,True
PPARG,IRF1,0.0002949589255689639,-1.0,-0.0002949589255689639,-0.0048279474335088945,False
SMAD3,IRF1,0.010502541665667569,1.0,0.010502541665667569,0.0022303078411314656,False
STAT3,IRF1,0.03499686051944122,1.0,0.03499686051944122,0.08246791783302915,False
CEBPA,IRF1,0.0010785175537299783,1.0,0.0010785175537299783,0.047107216824056296,False
JUN,IRF1,0.149695039753669,1.0,0.149695039753669,0.3070504604394276,False
FOS,IRF1,0.49498885802679093,1.0,0.49498885802679093,0.3606231446042478,False
KLF4,IRF1,0.12514544785410325,1.0,0.12514544785410325,0.2083645603334554,False
KLF5,IRF1,0.006268165489405191,1.0,0.006268165489405191,0.08501676580400343,False
RUNX1,IRF1,0.07069129439492305,1.0,0.07069129439492305,0.12089589889464163,False
RUNX2,IRF1,7.96990483167629e-05,1.0,7.96990483167629e-05,0.01664915381501791,False
FOXO1,IRF1,0.015115833886241428,-1.0,-0.015115833886241428,-0.03425465020963874,False
FOXO3,IRF1,0.06812351498770301,-1.0,-0.06812351498770301,-0.08359113372479185,False
HIF1A,IRF1,0.009148581334897805,1.0,0.009148581334897805,0.03631336365219073,False
TEAD1,IRF1,0.004232944251741843,1.0,0.004232944251741843,0.004121284738156476,False
YAP1,IRF1,0.004354410847716001,1.0,0.004354410847716001,0.023487211393456154,False
WWTR1,IRF1,0.005283331460083781,1.0,0.005283331460083781,0.018491623969415515,False
PPARG,JUN,0.0009581666002089531,1.0,0.0009581666002089531,0.0027498034330742304,False
SMAD3,JUN,0.007566456308703515,-1.0,-0.007566456308703515,-0.04125649935719238,False
STAT3,JUN,0.013144125461275594,1.0,0.013144125461275594,0.056010437686749175,False
CEBPA,JUN,5.395936932494847e-05,1.0,5.395936932494847e-05,0.04205370098095604,False
FOS,JUN,0.876137289156213,1.0,0.876137289156213,0.6103291908934602,False
KLF4,JUN,0.05512294875557804,1.0,0.05512294875557804,0.23344937266643687,False
KLF5,JUN,0.000622282794357716,1.0,0.000622282794357716,0.032986595828995276,False
RUNX1,JUN,0.01252028057112402,-1.0,-0.01252028057112402,-0.09289871202211507,False
RUNX2,JUN,1.8212605505634562e-05,-1.0,-1.8212605505634562e-05,-0.00713895886428028,False
FOXO1,JUN,0.007157934106593259,-1.0,-0.007157934106593259,-0.014749726789829325,False
FOXO3,JUN,0.014263811148089701,-1.0,-0.014263811148089701,-0.034242619203426805,False
HIF1A,JUN,0.0036906472229131485,-1.0,-0.0036906472229131485,-0.066592667910935,False
TEAD1,JUN,0.0033389025628715575,-1.0,-0.0033389025628715575,-0.007539926153331529,False
YAP1,JUN,0.0026361760834984005,-1.0,-0.0026361760834984005,-0.007709582687827868,False
WWTR1,JUN,0.002768807253742616,-1.0,-0.002768807253742616,-0.04473342394287079,False
PPARG,JUNB,0.00013152515802789813,-1.0,-0.00013152515802789813,-0.012795056528668008,False
SMAD3,JUNB,0.004967175358808859,-1.0,-0.004967175358808859,-0.05527015313753779,False
STAT3,JUNB,0.03146099505054955,1.0,0.03146099505054955,0.12359302701782159,False
CEBPA,JUNB,0.0001778662252172291,1.0,0.0001778662252172291,0.024476517177322545,False
JUN,JUNB,0.08953179332072198,1.0,0.08953179332072198,0.3824906185237206,False
FOS,JUNB,0.6873630054535145,1.0,0.6873630054535145,0.5292003329394918,False
KLF4,JUNB,0.094592463805377,1.0,0.094592463805377,0.2923080890251364,False
KLF5,JUNB,0.0007802553562850709,1.0,0.0007802553562850709,0.08796249486424677,False
RUNX1,JUNB,0.03382521861129063,1.0,0.03382521861129063,0.09032768480015797,False
RUNX2,JUNB,0.00010295122139139038,1.0,0.00010295122139139038,0.0043543373294644494,False
FOXO1,JUNB,0.014295984944282584,-1.0,-0.014295984944282584,-0.1047698565561643,False
FOXO3,JUNB,0.02387679576010373,-1.0,-0.02387679576010373,-0.09574132155953292,False
HIF1A,JUNB,0.00403403827618451,-1.0,-0.00403403827618451,-0.002816697078948167,False
TEAD1,JUNB,0.009139736509207045,-1.0,-0.009139736509207045,-0.09895151070878029,False
YAP1,JUNB,0.0017913703387181545,-1.0,-0.0017913703387181545,-0.04420254890464053,False
WWTR1,JUNB,0.003928824610319761,-1.0,-0.003928824610319761,-0.041082039716962844,False
PPARG,JUND,4.8421547664317416e-05,1.0,4.8421547664317416e-05,0.034083328521676906,False
SMAD3,JUND,0.018262887498511838,1.0,0.018262887498511838,0.07410056414352055,False
STAT3,JUND,0.04889860639698501,1.0,0.04889860639698501,0.07538766882479024,False
CEBPA,JUND,0.00027385830640542754,1.0,0.00027385830640542754,0.05451862535919612,False
JUN,JUND,0.11344959617551094,1.0,0.11344959617551094,0.2159061131034104,False
FOS,JUND,0.3507702723314819,1.0,0.3507702723314819,0.26458900623077936,False
KLF4,JUND,0.05337722354580774,1.0,0.05337722354580774,0.10986147397659846,False
KLF5,JUND,0.0013407465110188501,1.0,0.0013407465110188501,0.03381414129631496,False
RUNX1,JUND,0.016597381850876936,1.0,0.016597381850876936,0.05185298981861797,False
RUNX2,JUND,0.00016634656973149071,1.0,0.00016634656973149071,0.02557947816339938,False
FOXO1,JUND,0.2300347646435237,1.0,0.2300347646435237,0.199981720605683,False
FOXO3,JUND,0.06886164103087923,1.0,0.06886164103087923,0.11091754426869234,False
HIF1A,JUND,0.013602396934222497,1.0,0.013602396934222497,0.04734692985992422,False
TEAD1,JUND,0.04836812403478257,1.0,0.04836812403478257,0.11866978987567128,False
YAP1,JUND,0.02032609362275505,1.0,0.02032609362275505,0.08998655243494096,False
WWTR1,JUND,0.015621638999842332,1.0,0.015621638999842332,0.0803156549145293,False
PPARG,KDM6B,0.0005775536223871211,1.0,0.0005775536223871211,0.016907486670707,False
SMAD3,KDM6B,0.024496756603623382,1.0,0.024496756603623382,0.03795915204200167,False
STAT3,KDM6B,0.07682294498740132,1.0,0.07682294498740132,0.06208424317856229,False
CEBPA,KDM6B,0.0015134355681525767,-1.0,-0.0015134355681525767,-0.00038152677064065766,False
JUN,KDM6B,0.10002754451740277,-1.0,-0.10002754451740277,-0.03948096068454693,False
FOS,KDM6B,0.05272852058837847,1.0,0.05272852058837847,0.035973720646150883,False
KLF4,KDM6B,0.14921394949857675,1.0,0.14921394949857675,0.12580137424433718,False
KLF5,KDM6B,0.024469363225345934,1.0,0.024469363225345934,0.07242879272614634,False
RUNX1,KDM6B,0.3773052163060916,1.0,0.3773052163060916,0.2126731252533003,False
RUNX2,KDM6B,0.004988354097853346,1.0,0.004988354097853346,0.010660989440180076,False
FOXO1,KDM6B,0.034455660652037014,1.0,0.034455660652037014,0.003952113660901111,False
FOXO3,KDM6B,0.03032535000368587,-1.0,-0.03032535000368587,-0.027546015276491767,False
HIF1A,KDM6B,0.06156703023728048,1.0,0.06156703023728048,0.10841618720931336,False
TEAD1,KDM6B,0.022301768512669025,-1.0,-0.022301768512669025,-0.000514516564631345,False
YAP1,KDM6B,0.013040581970490534,1.0,0.013040581970490534,0.014527161519935864,False
WWTR1,KDM6B,0.026165969608623864,1.0,0.026165969608623864,0.0592420908040419,False
PPARG,KLF4,0.00035174688449344594,1.0,0.00035174688449344594,0.004640361921915432,False
SMAD3,KLF4,0.03800979084862021,1.0,0.03800979084862021,0.052518290837955686,False
STAT3,KLF4,0.033364661819882166,1.0,0.033364661819882166,0.0582899280055399,False
CEBPA,KLF4,0.0017584408081353278,1.0,0.0017584408081353278,0.020756475007876845,False
JUN,KLF4,0.20975038330075615,1.0,0.20975038330075615,0.23344937266643687,False
FOS,KLF4,0.5579210709441772,1.0,0.5579210709441772,0.2721347923146758,False
KLF5,KLF4,0.00280789517361968,1.0,0.00280789517361968,0.03174385584231912,False
RUNX1,KLF4,0.051257321205174296,1.0,0.051257321205174296,0.060228120452305016,False
RUNX2,KLF4,0.0022047998137580114,-1.0,-0.0022047998137580114,-0.02853281237960872,False
FOXO1,KLF4,0.01617686230224727,1.0,0.01617686230224727,0.022838904227108877,False
FOXO3,KLF4,0.05225818963292696,-1.0,-0.05225818963292696,-0.022174729252988617,False
HIF1A,KLF4,0.009511832234050749,1.0,0.009511832234050749,0.016129738431021813,False
TEAD1,KLF4,0.006050363782488985,-1.0,-0.006050363782488985,-0.012858503072877316,False
YAP1,KLF4,0.010199903320421285,1.0,0.010199903320421285,0.001114025185393104,False
WWTR1,KLF4,0.008376737929248463,-1.0,-0.008376737929248463,-0.006076134930781133,False
PPARG,KLF5,0.02484912630778911,1.0,0.02484912630778911,0.024489492531391648,False
SMAD3,KLF5,0.049400356500381326,-1.0,-0.049400356500381326,-0.012556293001533107,False
STAT3,KLF5,0.11267041616055064,1.0,0.11267041616055064,0.03402118770648241,False
CEBPA,KLF5,0.010386035794560692,1.0,0.010386035794560692,0.02027064493420001,False
JUN,KLF5,0.06798469087557214,1.0,0.06798469087557214,0.032986595828995276,False
FOS,KLF5,0.14188672108817818,1.0,0.14188672108817818,0.05908725123344174,False
KLF4,KLF5,0.0657497665950607,1.0,0.0657497665950607,0.03174385584231912,False
RUNX1,KLF5,0.06930941833146266,1.0,0.06930941833146266,0.042285997212077084,False
RUNX2,KLF5,0.017787097329408075,1.0,0.017787097329408075,0.01885419362320244,False
FOXO1,KLF5,0.0797711132958033,-1.0,-0.0797711132958033,-0.006890007027834381,False
FOXO3,KLF5,0.08227312496368269,1.0,0.08227312496368269,0.004504676463135938,False
HIF1A,KLF5,0.0693406343784062,1.0,0.0693406343784062,0.036155206585362205,False
TEAD1,KLF5,0.03733605587173164,1.0,0.03733605587173164,0.008558085581482492,False
YAP1,KLF5,0.07960125274154987,1.0,0.07960125274154987,0.04278985649079039,False
WWTR1,KLF5,0.09165418976586281,1.0,0.09165418976586281,0.04589378012498204,False
PPARG,LGALS1,0.0025121144683842526,-1.0,-0.0025121144683842526,-0.09516277388205688,False
SMAD3,LGALS1,0.03245891428168875,-1.0,-0.03245891428168875,-0.11338400960446154,False
STAT3,LGALS1,0.08587782393914546,-1.0,-0.08587782393914546,-0.19234537336467705,False
CEBPA,LGALS1,0.00035677697072777263,-1.0,-0.00035677697072777263,-0.04272292615773546,False
JUN,LGALS1,0.1057900997423996,1.0,0.1057900997423996,0.060352554841321716,False
FOS,LGALS1,0.1233052433608606,1.0,0.1233052433608606,0.12153248738548261,False
KLF4,LGALS1,0.07541210699029183,1.0,0.07541210699029183,0.05761278514683492,False
KLF5,LGALS1,0.001954904078897542,1.0,0.001954904078897542,0.006485585404829415,False
RUNX1,LGALS1,0.023224693018160922,1.0,0.023224693018160922,0.04593220201664212,False
RUNX2,LGALS1,0.000195440294998487,-1.0,-0.000195440294998487,-0.03535832923592498,False
FOXO1,LGALS1,0.11544539804116631,-1.0,-0.11544539804116631,-0.21567530042638536,False
FOXO3,LGALS1,0.3907678368200405,-1.0,-0.3907678368200405,-0.3214602986347172,False
HIF1A,LGALS1,0.009547197566543448,-1.0,-0.009547197566543448,-0.032649369176773316,False
TEAD1,LGALS1,0.011601886822074194,-1.0,-0.011601886822074194,-0.08025222624971844,False
YAP1,LGALS1,0.009504915545958186,-1.0,-0.009504915545958186,-0.0760341968594952,False
WWTR1,LGALS1,0.01204464805866221,-1.0,-0.01204464805866221,-0.08002585027825082,False
PPARG,LMNA,0.0009331624276007739,-1.0,-0.0009331624276007739,-0.04723644239589696,False
SMAD3,LMNA,0.02167272894994319,-1.0,-0.02167272894994319,-0.002719363305828245,False
STAT3,LMNA,0.03336400287628391,-1.0,-0.03336400287628391,-0.031449752666923264,False
CEBPA,LMNA,0.0005718963275771017,-1.0,-0.0005718963275771017,-0.005248743028907801,False
JUN,LMNA,0.09602063891995942,1.0,0.09602063891995942,0.05718235869157497,False
FOS,LMNA,0.09736476031994193,1.0,0.09736476031994193,0.08302393025299816,False
KLF4,LMNA,0.22666635247832687,1.0,0.22666635247832687,0.178853385745043,False
KLF5,LMNA,0.0015621716444157658,1.0,0.0015621716444157658,0.028066850833780688,False
RUNX1,LMNA,0.04638219632903074,1.0,0.04638219632903074,0.09032920289677848,False
RUNX2,LMNA,0.0006678829647797778,-1.0,-0.0006678829647797778,-0.016108282388902464,False
FOXO1,LMNA,0.08041909880289398,-1.0,-0.08041909880289398,-0.14625165518784694,False
FOXO3,LMNA,0.35467584996104123,-1.0,-0.35467584996104123,-0.20446288588796385,False
HIF1A,LMNA,0.01999358449509662,1.0,0.01999358449509662,0.012991058118658331,False
TEAD1,LMNA,0.008749426995407771,-1.0,-0.008749426995407771,-0.05974052893986376,False
YAP1,LMNA,0.004109258059757425,-1.0,-0.004109258059757425,-0.03246403910115569,False
WWTR1,LMNA,0.006846988447943535,-1.0,-0.006846988447943535,-0.024393852606483094,False
PPARG,LOX,0.0016965394634559142,1.0,0.0016965394634559142,0.015163869023186175,True
SMAD3,LOX,0.1965005886714215,1.0,0.1965005886714215,0.10650301898482765,True
STAT3,LOX,0.050441265132345,1.0,0.050441265132345,0.041125933671960005,True
CEBPA,LOX,0.001944462971357125,1.0,0.001944462971357125,0.0075016335806440786,True
JUN,LOX,0.08265257458751879,-1.0,-0.08265257458751879,-0.0402157602577223,True
FOS,LOX,0.07241582544775564,-1.0,-0.07241582544775564,-0.014004850975418157,True
KLF4,LOX,0.09919835817128239,1.0,0.09919835817128239,0.06487538059993578,True
KLF5,LOX,0.00935879646370423,1.0,0.00935879646370423,0.02707618120682566,True
RUNX1,LOX,0.08592383130211244,1.0,0.08592383130211244,0.09353594751860059,True
