analysis,covariates,n_cells,spearman_residual_vs_original_da_score,residual_auc_for_phase4_da_fap_label,mean_residual_da_fap,mean_residual_other_fap,da_minus_other_residual,top_quartile_overlap_residual_vs_original
linear_residualization,n_genes_by_counts;total_counts;pct_counts_mt;dataset_id,30065,0.8419885438287977,0.7058677100685906,0.5116473198873307,-0.12895055094982374,0.6405978708371545,0.7397305837352404
